Period,age,pi,year,cohort,prop_col,data,prop_no_col,college_share_model
2080-2085,85,.77028303,2080,1995,.35659847,0,.6434015,.082731463
2035-2040,40,.99094972,2035,1995,.35659847,0,.6434015,.082731463
2065-2070,70,.94571091,2065,1995,.35659847,0,.6434015,.082731463
2030-2035,35,.99197426,2030,1995,.35659847,0,.6434015,.082731463
2075-2080,80,.86464687,2075,1995,.35659847,0,.6434015,.082731463
2090-2095,95,.36838586,2090,1995,.35659847,0,.6434015,.082731463
2060-2065,65,.96060736,2060,1995,.35659847,0,.6434015,.082731463
2040-2045,45,.98837564,2040,1995,.35659847,0,.6434015,.082731463
2070-2075,75,.9173533,2070,1995,.35659847,0,.6434015,.082731463
2025-2030,30,.99256532,2025,1995,.35659847,0,.6434015,.082731463
2015-2020,20,.9950088499999999,2015,1995,.35659847,0,.6434015,.082731463
2045-2050,50,.98361422,2045,1995,.35659847,0,.6434015,.082731463
2085-2090,90,.6104263,2085,1995,.35659847,0,.6434015,.082731463
2050-2055,55,.9768717099999999,2050,1995,.35659847,0,.6434015,.082731463
2020-2025,25,.99367202,2020,1995,.35659847,0,.6434015,.082731463
2055-2060,60,.96990985,2055,1995,.35659847,0,.6434015,.082731463
2040-2045,40,.99147936,2040,2000,.37731078,0,.62268925,.082731463
2090-2095,90,.6217759899999999,2090,2000,.37731078,0,.62268925,.082731463
2075-2080,75,.9218350400000001,2075,2000,.37731078,0,.62268925,.082731463
2080-2085,80,.87135243,2080,2000,.37731078,0,.62268925,.082731463
2030-2035,30,.99278635,2030,2000,.37731078,0,.62268925,.082731463
2085-2090,85,.77965052,2085,2000,.37731078,0,.62268925,.082731463
2025-2030,25,.99373597,2025,2000,.37731078,0,.62268925,.082731463
2035-2040,35,.99231761,2035,2000,.37731078,0,.62268925,.082731463
2020-2025,20,.99568552,2020,2000,.37731078,0,.62268925,.082731463
2045-2050,45,.98912731,2045,2000,.37731078,0,.62268925,.082731463
2095-2100,95,.37696415,2095,2000,.37731078,0,.62268925,.082731463
2060-2065,60,.97168036,2060,2000,.37731078,0,.62268925,.082731463
2055-2060,55,.9782501,2055,2000,.37731078,0,.62268925,.082731463
2065-2070,65,.96292467,2065,2000,.37731078,0,.62268925,.082731463
2050-2055,50,.9846339200000001,2050,2000,.37731078,0,.62268925,.082731463
2070-2075,70,.94885893,2070,2000,.37731078,0,.62268925,.082731463
2085-2090,80,.87776254,2085,2005,.39084536,0,.60915464,.082731463
2060-2065,55,.9794878299999999,2060,2005,.39084536,0,.60915464,.082731463
2055-2060,50,.98554884,2055,2005,.39084536,0,.60915464,.082731463
2065-2070,60,.97331895,2065,2005,.39084536,0,.60915464,.082731463
2025-2030,20,.99587657,2025,2005,.39084536,0,.60915464,.082731463
2080-2085,75,.9261633500000001,2080,2005,.39084536,0,.60915464,.082731463
2075-2080,70,.9517735000000001,2075,2005,.39084536,0,.60915464,.082731463
2035-2040,30,.99298734,2035,2005,.39084536,0,.60915464,.082731463
2070-2075,65,.96502227,2070,2005,.39084536,0,.60915464,.082731463
2090-2095,85,.7889628,2090,2005,.39084536,0,.60915464,.082731463
2045-2050,40,.99198729,2045,2005,.39084536,0,.60915464,.082731463
2050-2055,45,.98979269,2050,2005,.39084536,0,.60915464,.082731463
2040-2045,35,.99266805,2040,2005,.39084536,0,.60915464,.082731463
2095-2100,90,.63299728,2095,2005,.39084536,0,.60915464,.082731463
2030-2035,25,.99390448,2030,2005,.39084536,0,.60915464,.082731463
2035-2040,25,.994068,2035,2010,.39910221,0,.60089779,.082731463
2075-2080,65,.9669747400000001,2075,2010,.39910221,0,.60089779,.082731463
2030-2035,20,.9961892,2030,2010,.39910221,0,.60089779,.082731463
2085-2090,75,.93029073,2085,2010,.39910221,0,.60089779,.082731463
2050-2055,40,.99244847,2050,2010,.39910221,0,.60089779,.082731463
2090-2095,80,.88407705,2090,2010,.39910221,0,.60089779,.082731463
2060-2065,50,.98637566,2060,2010,.39910221,0,.60089779,.082731463
2095-2100,85,.79801964,2095,2010,.39910221,0,.60089779,.082731463
2070-2075,60,.97481559,2070,2010,.39910221,0,.60089779,.082731463
2065-2070,55,.980649,2065,2010,.39910221,0,.60089779,.082731463
2055-2060,45,.9903951,2055,2010,.39910221,0,.60089779,.082731463
2040-2045,30,.9932216699999999,2040,2010,.39910221,0,.60089779,.082731463
2045-2050,35,.9930281,2045,2010,.39910221,0,.60089779,.082731463
2080-2085,70,.95458471,2080,2010,.39910221,0,.60089779,.082731463
2080-2085,65,.96885836,2080,2015,.40439856,0,.59560144,.082731463
2040-2045,25,.99426254,2040,2015,.40439856,0,.59560144,.082731463
2075-2080,60,.97621485,2075,2015,.40439856,0,.59560144,.082731463
2085-2090,70,.9572611,2085,2015,.40439856,0,.59560144,.082731463
2060-2065,45,.99094144,2060,2015,.40439856,0,.59560144,.082731463
2095-2100,80,.89013556,2095,2015,.40439856,0,.59560144,.082731463
2035-2040,20,.9963978999999999,2035,2015,.40439856,0,.59560144,.082731463
2090-2095,75,.9343249,2090,2015,.40439856,0,.59560144,.082731463
2065-2070,50,.98715165,2065,2015,.40439856,0,.59560144,.082731463
2055-2060,40,.99287243,2055,2015,.40439856,0,.59560144,.082731463
2050-2055,35,.99337317,2050,2015,.40439856,0,.59560144,.082731463
2045-2050,30,.9934858600000001,2045,2015,.40439856,0,.59560144,.082731463
2070-2075,55,.98171927,2070,2015,.40439856,0,.59560144,.082731463
2060-2065,40,.9932609999999999,2060,2020,.40841031,0,.59158969,.082731463
2040-2045,20,.99660205,2040,2020,.40841031,0,.59158969,.082731463
2095-2100,75,.93815556,2095,2020,.40841031,0,.59158969,.082731463
2080-2085,60,.97756529,2080,2020,.40841031,0,.59158969,.082731463
2090-2095,70,.95986246,2090,2020,.40841031,0,.59158969,.082731463
2050-2055,30,.99375667,2050,2020,.40841031,0,.59158969,.082731463
2055-2060,35,.99370176,2055,2020,.40841031,0,.59158969,.082731463
2065-2070,45,.99145441,2065,2020,.40841031,0,.59158969,.082731463
2075-2080,55,.98272443,2075,2020,.40841031,0,.59158969,.082731463
2045-2050,25,.99448261,2045,2020,.40841031,0,.59158969,.082731463
2085-2090,65,.97065422,2085,2020,.40841031,0,.59158969,.082731463
2070-2075,50,.98786553,2070,2020,.40841031,0,.59158969,.082731463
2045-2050,20,.9968010899999999,2045,2025,.41203573,0,.5879643,.082731463
2090-2095,65,.97239928,2090,2025,.41203573,0,.5879643,.082731463
2065-2070,40,.99362921,2065,2025,.41203573,0,.5879643,.082731463
2095-2100,70,.96231803,2095,2025,.41203573,0,.5879643,.082731463
2055-2060,30,.99402667,2055,2025,.41203573,0,.5879643,.082731463
2070-2075,45,.99192707,2070,2025,.41203573,0,.5879643,.082731463
2075-2080,50,.98853518,2075,2025,.41203573,0,.5879643,.082731463
2085-2090,60,.97885752,2085,2025,.41203573,0,.5879643,.082731463
2060-2065,35,.99401269,2060,2025,.41203573,0,.5879643,.082731463
2080-2085,55,.98369879,2080,2025,.41203573,0,.5879643,.082731463
2050-2055,25,.9947092,2050,2025,.41203573,0,.5879643,.082731463
2060-2065,30,.9942931699999999,2060,2030,.41561845,0,.58438158,.082731463
2050-2055,20,.99698258,2050,2030,.41561845,0,.58438158,.082731463
2095-2100,65,.97404722,2095,2030,.41561845,0,.58438158,.082731463
2055-2060,25,.99493654,2055,2030,.41561845,0,.58438158,.082731463
2075-2080,45,.99237165,2075,2030,.41561845,0,.58438158,.082731463
2080-2085,50,.98918484,2080,2030,.41561845,0,.58438158,.082731463
2090-2095,60,.98011669,2090,2030,.41561845,0,.58438158,.082731463
2085-2090,55,.98463742,2085,2030,.41561845,0,.58438158,.082731463
2070-2075,40,.99397238,2070,2030,.41561845,0,.58438158,.082731463
2065-2070,35,.99431497,2065,2030,.41561845,0,.58438158,.082731463
2095-2100,60,.98130759,2095,2035,.41921267,0,.5807873,.082731463
2090-2095,55,.9855557700000001,2090,2035,.41921267,0,.5807873,.082731463
2065-2070,30,.99455945,2065,2035,.41921267,0,.5807873,.082731463
2070-2075,35,.9946041,2070,2035,.41921267,0,.5807873,.082731463
2060-2065,25,.99516126,2060,2035,.41921267,0,.5807873,.082731463
2055-2060,20,.99714935,2055,2035,.41921267,0,.5807873,.082731463
2075-2080,40,.99429808,2075,2035,.41921267,0,.5807873,.082731463
2080-2085,45,.99280359,2080,2035,.41921267,0,.5807873,.082731463
2085-2090,50,.98981019,2085,2035,.41921267,0,.5807873,.082731463
2075-2080,35,.99488395,2075,2040,.42276883,0,.57723117,.082731463
2070-2075,30,.99482126,2070,2040,.42276883,0,.57723117,.082731463
2080-2085,40,.99461645,2080,2040,.42276883,0,.57723117,.082731463
2060-2065,20,.99730143,2060,2040,.42276883,0,.57723117,.082731463
2065-2070,25,.99538603,2065,2040,.42276883,0,.57723117,.082731463
2095-2100,55,.98642754,2095,2040,.42276883,0,.57723117,.082731463
2090-2095,50,.99042176,2090,2040,.42276883,0,.57723117,.082731463
2085-2090,45,.99322003,2085,2040,.42276883,0,.57723117,.082731463
2065-2070,20,.99744597,2065,2045,.42622936,0,.57377064,.082731463
2075-2080,30,.9950796200000001,2075,2045,.42622936,0,.57377064,.082731463
2080-2085,35,.99516142,2080,2045,.42622936,0,.57377064,.082731463
2085-2090,40,.9949261,2085,2045,.42622936,0,.57377064,.082731463
2095-2100,50,.99100206,2095,2045,.42622936,0,.57377064,.082731463
2070-2075,25,.99560701,2070,2045,.42622936,0,.57377064,.082731463
2090-2095,45,.99362758,2090,2045,.42622936,0,.57377064,.082731463
2070-2075,20,.99758045,2070,2050,.42956147,0,.5704385,.082731463
2075-2080,25,.99582528,2075,2050,.42956147,0,.5704385,.082731463
2080-2085,30,.99533941,2080,2050,.42956147,0,.5704385,.082731463
2090-2095,40,.9952306,2090,2050,.42956147,0,.5704385,.082731463
2095-2100,45,.99401459,2095,2050,.42956147,0,.5704385,.082731463
2085-2090,35,.99543628,2085,2050,.42956147,0,.5704385,.082731463
2075-2080,20,.99770859,2075,2055,.43276006,0,.56723994,.082731463
2080-2085,25,.9960445999999999,2080,2055,.43276006,0,.56723994,.082731463
2090-2095,35,.99570952,2090,2055,.43276006,0,.56723994,.082731463
2095-2100,40,.99552093,2095,2055,.43276006,0,.56723994,.082731463
2085-2090,30,.99560129,2085,2055,.43276006,0,.56723994,.082731463
2095-2100,35,.99597258,2095,2060,.43584117,0,.5641588,.082731463
2090-2095,30,.99586435,2090,2060,.43584117,0,.5641588,.082731463
2085-2090,25,.99626637,2085,2060,.43584117,0,.5641588,.082731463
2080-2085,20,.99783344,2080,2060,.43584117,0,.5641588,.082731463
2085-2090,20,.99795637,2085,2065,.43883616,0,.56116384,.082731463
2090-2095,25,.99648915,2090,2065,.43883616,0,.56116384,.082731463
2095-2100,30,.99611983,2095,2065,.43883616,0,.56116384,.082731463
2090-2095,20,.9980772999999999,2090,2070,.44178584,0,.55821419,.082731463
2095-2100,25,.99670529,2095,2070,.44178584,0,.55821419,.082731463
2095-2100,20,.99819219,2095,2075,.44355026,0,.55644977,.082731463
