year,Gini_dta_5yr,Gini_data_wealth_trend,psid_ntx_govt__,psid_nts_govt__,psid_ntp_govt__,psid_ntl_govt__,psid_ntk_govt__,psid_ntc_govt__,psid_nsh_govt__,psid_nls_govt__,psid_nlb_govt__,psid_nga_govt__,psid_nds_govt__,psid_ndp_govt__,psid_ndo_govt__,psid_ndm_govt__,psid_ncs_govt__,psid_ncp_govt__,psid_all_govt__,nstr_ndm_govt__,nstr_all_govt__,ndel_ndm_govt__,ndel_all_govt__,hrat_ndm_govt__,hrat_all_govt__,gcbo_ndm_govt__,gcbo_all_govt__,exor_all_govt__,crr3_ndm_govt__,crr3_all_govt__,beqs_ndm_govt__,beqs_all_govt__,_merge
2305,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2310,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2315,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2320,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2325,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2330,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2335,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2340,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2345,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2350,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2355,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2360,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2365,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2370,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2375,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2380,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2385,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2390,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2395,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2400,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2405,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2410,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2415,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2420,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2425,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2430,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2435,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2440,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2445,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2450,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2455,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2460,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2465,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2470,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2475,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2480,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2485,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2490,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2495,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2500,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2505,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2510,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2515,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2520,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2525,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2530,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2535,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2540,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2545,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2550,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.7887128,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2555,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.7887128,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2560,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.7887128,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2565,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.7887128,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2570,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.7887128,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2575,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974136,.78871274,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2580,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.7697413,.7887125,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930225,2
2585,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.7697413,.78871191,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930219,2
2590,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974118,.78871077,.76526278,.78611594,.75850242,.73634958,.75691986,.75534034,.76930213,2
2595,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974094,.78870869,.76526278,.78611594,.75850242,.73634958,.75691986,.7553404,.76930207,2
2600,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76974034,.78870547,.76526278,.78611594,.75850242,.73634958,.75691986,.7553404,.76930195,2
2605,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.7697382,.78869969,.76526278,.78611594,.75850242,.73634958,.75691986,.75534046,.76930177,2
2610,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.7697323,.788688,.76526278,.78611594,.75850242,.73634958,.75691986,.75534052,.76930147,2
2615,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581977,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76971906,.78866613,.76526278,.78611594,.75850242,.73634958,.75691986,.7553407,.76930094,2
2620,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76969248,.78862727,.76526278,.78611594,.75850242,.73634958,.75691986,.75534093,.76929998,2
2625,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76964176,.78856009,.76526278,.78611594,.75850242,.73634958,.75691986,.75534141,.7692982,2
2630,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76954466,.78844351,.76526278,.78611594,.75850242,.73634958,.75691986,.75534225,.76929504,2
2635,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76935166,.78822911,.76526278,.78611594,.75850242,.73634958,.75691986,.75534403,.7692892,2
2640,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76943743,.78829247,.76526278,.78611594,.75850242,.73634958,.75691986,.7553432,.76929063,2
2645,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76949281,.78835726,.76526278,.78611594,.75850242,.73634958,.75691986,.75534254,.76929241,2
2650,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.7695182,.78838927,.76526278,.78611594,.75850242,.73634958,.75691986,.75534219,.76929319,2
2655,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76952815,.78840315,.76526278,.78611594,.75850242,.73634958,.75691986,.75534207,.76929343,2
2660,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76952946,.78840673,.76526278,.78611594,.75850242,.73634958,.75691986,.75534201,.76929343,2
2665,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.7695269,.78840494,.76526278,.78611594,.75850242,.73634958,.75691986,.75534201,.76929325,2
2670,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76952344,.78840047,.76526278,.78611594,.75850242,.73634958,.75691986,.75534195,.76929295,2
2675,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76952064,.78839552,.76526278,.78611594,.75850242,.73634958,.75691986,.75534195,.76929271,2
2680,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951915,.78839213,.76526278,.78611594,.75850242,.73634958,.75691986,.75534195,.76929247,2
2685,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951867,.78839004,.76526278,.78611594,.75850242,.73634958,.75691986,.75534189,.76929235,2
2690,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951879,.78838909,.76526278,.78611594,.75850242,.73634958,.75691986,.75534189,.76929229,2
2695,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951897,.78838885,.76526278,.78611594,.75850242,.73634958,.75691986,.75534183,.76929229,2
2700,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951909,.78838891,.76526278,.78611594,.75850242,.73634958,.75691986,.75534183,.76929229,2
2705,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951903,.78838891,.76526278,.78611594,.75850242,.73634958,.75691986,.75534183,.76929229,2
2710,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951897,.78838885,.76526278,.78611594,.75850242,.73634958,.75691986,.75534183,.76929224,2
2715,,,.78822452,.79105848,.77687252,.78235871,.78895205,.78315151,.76536864,.79722852,.74280143,.78581983,.77556664,.76997864,.7916314,.76307327,.77132505,.77281678,.78099912,.74557513,.76814961,.62897712,.67676812,.76951891,.78838849,.76526278,.78611594,.75850242,.73634958,.75691986,.75534183,.76929224,2
