year,expcat,clphsg_all,clghsg_all,clphsg_exp,clghsg_exp,POCL_all,POCL_exp,clphsg_all_m,clghsg_all_m,clphsg_exp_m,clghsg_exp_m,POCL_all_m,POCL_exp_m,clphsg_all_f,clghsg_all_f,clphsg_exp_f,clghsg_exp_f,POCL_all_f,POCL_exp_f
2001,1,.63912058,.55328894,.66821241,.60984802,.27027941,.23848867,.63856268,.55351257,.66560698,.60698509,.2544322,.22463274,.62580776,.54917002,.68130541,.62761545,.25954628,.23716879
2001,2,.63912058,.55328894,.69757605,.61536264,.27027941,.24054623,.63856268,.55351257,.70945787,.62994766,.2544322,.22463274,.62580776,.54917002,.67778301,.60086298,.25954628,.23716831
2001,3,.63912058,.55328894,.6528759,.56545115,.27027941,.24182081,.63856268,.55351257,.63481617,.55058765,.2544322,.22463274,.62580776,.54917002,.64023542,.55897522,.25954628,.23716879
2001,4,.63912058,.55328894,.57787323,.48746252,.27027941,.24429607,.63856268,.55351257,.54790926,.4608736,.2544322,.22463274,.62580776,.54917002,.56214952,.48052835,.25954628,.23716879
2001,5,.63912058,.55328894,.53437662,.48438406,.27027941,.27030134,.63856268,.55351257,.6941371,.65022898,.2544322,.22463274,.62580776,.54917002,.15183544,.11214972,.25954628,.23716879
2002,1,.64167356,.55493879,.66413832,.60573959,.27312422,.23863268,.6378355,.54739094,.66615105,.60446453,.27057123,.23637533,.63268328,.56060076,.67207289,.62187243,.2441206,.22175217
2002,2,.64167356,.55493879,.72510767,.64240885,.27312422,.24196625,.6378355,.54739094,.74313831,.65947151,.27057123,.23637581,.63268328,.56060076,.69648218,.62456179,.2441206,.22175169
2002,3,.64167356,.55493879,.65807772,.57020426,.27312422,.24306345,.6378355,.54739094,.64881277,.56018209,.27057123,.23637533,.63268328,.56060076,.63360786,.55763006,.2441206,.22175217
2002,4,.64167356,.55493879,.55433321,.4644022,.27312422,.24299812,.6378355,.54739094,.49969435,.40810919,.27057123,.23637533,.63268328,.56060076,.57456541,.49824905,.2441206,.22175264
2002,5,.64167356,.55493879,.41729641,.37227488,.27312422,.24342394,.6378355,.54739094,.32094049,.27473688,.27057123,.23637581,.63268328,.56060076,.46027136,.42316628,.2441206,.22175121
2003,1,.61936951,.52495003,.65645695,.59262276,.2973218,.26084328,.61346817,.51632357,.64855862,.58196306,.29061508,.2551856,.61372137,.5321312,.67524481,.61838865,.27631998,.25115347
2003,2,.61936951,.52495003,.7012434,.61130953,.2973218,.26313543,.61346817,.51632357,.70261288,.612288,.29061508,.2551856,.61372137,.5321312,.69664288,.61518621,.27631998,.25115347
2003,3,.61936951,.52495003,.63382673,.5379653,.2973218,.26515865,.61346817,.51632357,.62573242,.53004837,.29061508,.25518513,.61372137,.5321312,.61068535,.52463388,.27631998,.25115347
2003,4,.61936951,.52495003,.54187059,.44257116,.2973218,.26831198,.61346817,.51632357,.50602818,.40715408,.29061508,.25518513,.61372137,.5321312,.53293896,.44650459,.27631998,.25115347
2003,5,.61936951,.52495003,.35277987,.3011179,.2973218,.27932453,.61346817,.51632357,.3751297,.3252492,.29061508,.2551856,.61372137,.5321312,.19898701,.15696096,.27631998,.25115347
2004,1,.63631439,.53795767,.64331484,.57727957,.30972242,.26983595,.64224863,.5410943,.63742447,.56857729,.30260992,.26381302,.6151619,.53038979,.66051054,.60191059,.2870965,.25885439
2004,2,.63631439,.53795767,.71047449,.61726379,.30972242,.27272272,.64224863,.5410943,.72684956,.63347054,.30260992,.2638135,.6151619,.53038979,.68432903,.60037565,.2870965,.25885296
2004,3,.63631439,.53795767,.68278408,.58367634,.30972242,.2741375,.64224863,.5410943,.67550087,.57658148,.30260992,.26381302,.6151619,.53038979,.65666246,.56797266,.2870965,.25885391
2004,4,.63631439,.53795767,.56437159,.46222639,.30972242,.27600241,.64224863,.5410943,.53013039,.42791414,.30260992,.26381302,.6151619,.53038979,.55545521,.46637058,.2870965,.25885344
2004,5,.63631439,.53795767,.44124556,.38871861,.30972242,.28400326,.64224863,.5410943,.52152586,.46995926,.30260992,.26381302,.6151619,.53038979,.24242401,.19910955,.2870965,.25885391
2005,1,.65784121,.55715084,.6728611,.6047678,.31706953,.27824688,.66574621,.56108618,.67130232,.59965324,.31309652,.27454948,.6336689,.5484705,.68483114,.62504578,.28853893,.26409388
2005,2,.65784121,.55715084,.72931147,.63315392,.31706953,.28134537,.66574621,.56108618,.74950171,.65232229,.31309652,.27454948,.6336689,.5484705,.69775724,.61210346,.28853893,.26409388
2005,3,.65784121,.55715084,.6869874,.58429289,.31706953,.28405809,.66574621,.56108618,.69969463,.59675121,.31309652,.27454853,.6336689,.5484705,.63331223,.54282713,.28853893,.26409435
2005,4,.65784121,.55715084,.57653141,.47081423,.31706953,.28565264,.66574621,.56108618,.54762125,.4412446,.31309652,.27454901,.6336689,.5484705,.5581069,.46721888,.28853893,.26409388
2005,5,.65784121,.55715084,.6475358,.59450865,.31706953,.28670692,.66574621,.56108618,.59906244,.54539728,.31309652,.27454948,.6336689,.5484705,.61970615,.57551479,.28853893,.26409388
2006,1,.65872431,.56257248,.67287683,.60848236,.30277729,.26313162,.65600395,.55518579,.67596483,.60740376,.3016057,.26272011,.64825916,.56803513,.68008232,.62510681,.27169228,.24284792
2006,2,.65872431,.56257248,.73527384,.64452267,.30277729,.26552534,.65600395,.55518579,.74907684,.65608501,.3016057,.26272011,.64825916,.56803513,.71279335,.63403034,.27169228,.2428484
2006,3,.65872431,.56257248,.68628788,.58989811,.30277729,.26661968,.65600395,.55518579,.67421675,.57570696,.3016057,.26272011,.64825916,.56803513,.6668725,.58366632,.27169228,.2428484
2006,4,.65872431,.56257248,.61317015,.5135498,.30277729,.26917839,.65600395,.55518579,.56855392,.46676064,.3016057,.26272011,.64825916,.56803513,.61579847,.53222275,.27169228,.2428484
2006,5,.65872431,.56257248,.427598,.37824726,.30277729,.26682663,.65600395,.55518579,.32261181,.27125883,.3016057,.26272011,.64825916,.56803513,.48547173,.44483614,.27169228,.24284792
2007,1,.65508604,.56432915,.67019796,.60958815,.28579044,.24766779,.65175867,.56017017,.67162371,.61010456,.27399254,.23573399,.64542484,.5657196,.67933321,.6245656,.26993561,.24192858
2007,2,.65508604,.56432915,.71675539,.63170528,.28579044,.24884319,.65175867,.56017017,.72497702,.64153719,.27399254,.23573351,.64542484,.5657196,.70219707,.62373257,.26993561,.24192953
2007,3,.65508604,.56432915,.68892241,.59839439,.28579044,.25040483,.65175867,.56017017,.67332077,.58493042,.27399254,.23573351,.64542484,.5657196,.67319441,.5903039,.26993561,.2419281
2007,4,.65508604,.56432915,.61729431,.52398014,.28579044,.25213957,.65175867,.56017017,.57513857,.48380136,.27399254,.23573303,.64542484,.5657196,.61788034,.53462076,.26993561,.24192858
2007,5,.65508604,.56432915,.40171146,.35498047,.28579044,.25266504,.65175867,.56017017,.35366392,.30758619,.27399254,.23573399,.64542484,.5657196,.37856197,.33808041,.26993561,.2419281
2008,1,.67072916,.57162333,.69729042,.6299634,.31208086,.27511597,.67832279,.57665539,.70786142,.63799429,.30414581,.26772118,.64653969,.5614419,.69558525,.63609219,.28819799,.26280069
2008,2,.67072916,.57162333,.73889494,.64428425,.31208086,.2768178,.67832279,.57665539,.74543047,.65066862,.30414581,.26772118,.64653969,.5614419,.72658968,.64135599,.28819799,.26280069
2008,3,.67072916,.57162333,.70349455,.60240269,.31208086,.27962589,.67832279,.57665539,.7022872,.60190296,.30414581,.26772118,.64653969,.5614419,.6658721,.57582951,.28819799,.26280117
2008,4,.67072916,.57162333,.61082125,.50697851,.31208086,.2805891,.67832279,.57665539,.59036112,.48662996,.30414581,.26772118,.64653969,.5614419,.58413172,.49368906,.28819799,.26280069
2008,5,.67072916,.57162333,.51106691,.45826578,.31208086,.28548813,.67832279,.57665539,.50667048,.45433998,.30414581,.26772118,.64653969,.5614419,.41672564,.37275124,.28819799,.26280117
2009,1,.66427374,.56020641,.65745926,.58637381,.32770395,.29047108,.67425919,.5722971,.66767216,.59767723,.30502653,.26821232,.63812637,.54146528,.6556406,.58822584,.32735872,.2977953
2009,2,.66427374,.56020641,.73876905,.6394887,.32770395,.29048252,.67425919,.5722971,.74761343,.65267754,.30502653,.26821232,.63812637,.54146528,.72337961,.62679625,.32735872,.2977953
2009,3,.66427374,.56020641,.71116543,.605268,.32770395,.29291821,.67425919,.5722971,.71680307,.6162343,.30502653,.26821232,.63812637,.54146528,.66870594,.56667376,.32735872,.29779482
2009,4,.66427374,.56020641,.6075716,.49948835,.32770395,.29204464,.67425919,.5722971,.56211281,.45819187,.30502653,.26821232,.63812637,.54146528,.61707783,.51459169,.32735872,.2977953
2009,5,.66427374,.56020641,.58453512,.52875042,.32770395,.30161619,.67425919,.5722971,.67066002,.6182332,.30502653,.26821184,.63812637,.54146528,.37290525,.32307529,.32735872,.2977953
2010,1,.6708765,.56826448,.68935919,.62057352,.32312059,.28107548,.67812634,.57339478,.68234301,.61123848,.3133111,.27246284,.64840031,.55830145,.708251,.64650154,.30513573,.27276945
2010,2,.6708765,.56826448,.73369837,.63721037,.32312059,.28231144,.67812634,.57339478,.74490452,.64846325,.3133111,.27246332,.64840031,.55830145,.71516705,.62670088,.30513573,.27276897
2010,3,.6708765,.56826448,.72909212,.62607527,.32312059,.28495073,.67812634,.57339478,.73667955,.63451719,.3133111,.27246332,.64840031,.55830145,.68528414,.59182644,.30513573,.27276897
2010,4,.6708765,.56826448,.60777617,.50171995,.32312059,.28656912,.67812634,.57339478,.5802269,.47465897,.3133111,.27246332,.64840031,.55830145,.59165382,.4977808,.30513573,.2727685
2010,5,.6708765,.56826448,.54416275,.49004078,.32312059,.29262733,.67812634,.57339478,.57350254,.52024555,.3133111,.27246284,.64840031,.55830145,.41005707,.36441422,.30513573,.27276993
2011,1,.67858171,.57582474,.68347645,.61558771,.32357693,.27741098,.68421841,.57791948,.66715145,.59634018,.31799984,.27134132,.65780401,.56956482,.71385527,.65361834,.29883671,.26608706
2011,2,.67858171,.57582474,.75414324,.65854645,.32357693,.27970409,.68421841,.57791948,.77222013,.67617607,.31799984,.2713418,.65780401,.56956482,.72571135,.63941193,.29883671,.26608753
2011,3,.67858171,.57582474,.74137592,.63925219,.32357693,.28247976,.68421841,.57791948,.75824308,.65650129,.31799984,.27134132,.65780401,.56956482,.68411255,.59294462,.29883671,.26608706
2011,4,.67858171,.57582474,.64395857,.53919315,.32357693,.28308296,.68421841,.57791948,.59679508,.49166203,.31799984,.27134132,.65780401,.56956482,.65069294,.55911922,.29883671,.26608706
2011,5,.67858171,.57582474,.2625103,.21100855,.32357693,.27846098,.68421841,.57791948,.22372341,.17068481,.31799984,.27134085,.65780401,.56956482,.25837708,.21385241,.29883671,.26608706
2012,1,.66940594,.55887794,.68657398,.61219978,.34804726,.30391121,.67554379,.56084204,.68858528,.61094332,.3431406,.29751444,.64839411,.55290079,.69476366,.62867928,.32340479,.2919178
2012,2,.66940594,.55887794,.73271465,.6284318,.34804726,.30511665,.67554379,.56084204,.73531294,.63000536,.3431406,.29751444,.64839411,.55290079,.72629166,.63161469,.32340479,.29191732
2012,3,.66940594,.55887794,.74091339,.62942791,.34804726,.30837536,.67554379,.56084204,.74828529,.63672972,.3431406,.29751444,.64839411,.55290079,.69517851,.59516001,.32340479,.2919178
2012,4,.66940594,.55887794,.64374304,.52957773,.34804726,.30847979,.67554379,.56084204,.61643839,.50116396,.3431406,.29751492,.64839411,.55290079,.62995052,.52948761,.32340479,.2919178
2012,5,.66940594,.55887794,.21724939,.16312027,.34804726,.29266453,.67554379,.56084204,.079582691,.021428585,.3431406,.29751444,.64839411,.55290079,.38008308,.33123636,.32340479,.29191828
2013,1,.66368294,.55790377,.66430998,.59331274,.33309412,.29011059,.66997385,.55218649,.65360498,.57206535,.35236931,.31245041,.64272881,.56167889,.6876092,.63244295,.2744875,.24368906
2013,2,.66368294,.55790377,.74770737,.64691496,.33309412,.29490566,.66997385,.55218649,.76655674,.65596199,.35236931,.31244993,.64272881,.56167889,.7183032,.63926792,.2744875,.24368858
2013,3,.66368294,.55790377,.7289238,.62153673,.33309412,.29703903,.66997385,.55218649,.73285294,.61569738,.35236931,.31244946,.64272881,.56167889,.68905258,.6055584,.2744875,.24368906
2013,4,.66368294,.55790377,.58942127,.47927523,.33309412,.2976203,.66997385,.55218649,.53804493,.4169836,.35236931,.31244898,.64272881,.56167889,.60688734,.5230217,.2744875,.24368906
2013,5,.66368294,.55790377,.57145166,.51617432,.33309412,.29887295,.66997385,.55218649,.57269812,.51162481,.35236931,.31244993,.64272881,.56167889,.51719379,.47641802,.2744875,.24368906
2014,1,.66982031,.5733285,.67898798,.61465979,.30384874,.26285839,.66817188,.5695467,.65227032,.58609056,.29504538,.25359249,.65837669,.57437038,.72179174,.66374445,.28450203,.25641727
2014,2,.66982031,.5733285,.74020815,.64989567,.30384874,.26424503,.66817188,.5695467,.74054575,.65078449,.29504538,.25359297,.65837669,.57437038,.73707676,.6539135,.28450203,.25641775
2014,3,.66982031,.5733285,.71978664,.62309694,.30384874,.26744938,.66817188,.5695467,.72715473,.63206816,.29504538,.25359201,.65837669,.57437038,.67533398,.58747959,.28450203,.2564168
2014,4,.66982031,.5733285,.62547016,.52542734,.30384874,.27032042,.66817188,.5695467,.60215282,.50389624,.29504538,.25359249,.65837669,.57437038,.59932566,.51107979,.28450203,.25641775
2014,5,.66982031,.5733285,.48642159,.43670702,.30384874,.26879883,.66817188,.5695467,.4681015,.41853285,.29504538,.25359249,.65837669,.57437038,.43356228,.39065599,.28450203,.25641727
2015,1,.66698599,.56530666,.6928196,.62403965,.3201828,.28105259,.67472172,.56988573,.6916132,.61990786,.31362343,.27476597,.64393854,.55605936,.70519018,.64441156,.29761744,.26847982
2015,2,.66698599,.56530666,.73129034,.63483,.3201828,.28222847,.67472172,.56988573,.74380064,.64654493,.31362343,.27476597,.64393854,.55605936,.71084547,.62376976,.29761744,.2684803
2015,3,.66698599,.56530666,.71442318,.61174297,.3201828,.28401804,.67472172,.56988573,.7189908,.61596584,.31362343,.27476549,.64393854,.55605936,.67572737,.58373928,.29761744,.26847982
2015,4,.66698599,.56530666,.63038111,.52425861,.3201828,.28674889,.67472172,.56988573,.61096191,.50450134,.31362343,.27476645,.64393854,.55605936,.60362673,.51122904,.29761744,.26847982
2015,5,.66698599,.56530666,.40213299,.34932518,.3201828,.28552294,.67472172,.56988573,.35987186,.30616426,.31362343,.27476645,.64393854,.55605936,.38176155,.33683634,.29761744,.26847982
2016,1,.66832113,.56597853,.66232347,.59339952,.3222723,.28164053,.67462063,.56934547,.67538404,.60332537,.31493807,.27611971,.64719057,.55826044,.65648651,.59557629,.3011775,.26906204
2016,2,.66832113,.56597853,.7297616,.63296318,.3222723,.28321934,.67462063,.56934547,.73472834,.63699341,.31493807,.27611971,.64719057,.55826044,.71997929,.63271523,.3011775,.26906252
2016,3,.66832113,.56597853,.74494886,.64184332,.3222723,.28519583,.67462063,.56934547,.73393393,.63040066,.31493807,.27611923,.64719057,.55826044,.72429371,.6321063,.3011775,.26906204
2016,4,.66832113,.56597853,.65275335,.546875,.3222723,.28608799,.67462063,.56934547,.62036991,.51338482,.31493807,.27612019,.64719057,.55826044,.6462369,.55363894,.3011775,.26906252
2016,5,.66832113,.56597853,.39694691,.34189034,.3222723,.29768133,.67462063,.56934547,.45913029,.40515852,.31493807,.27611971,.64719057,.55826044,.20727253,.16225052,.3011775,.26906204
2017,1,.67037439,.56614304,.69726753,.6258173,.32821798,.29196358,.67215633,.56721878,.70685148,.63471365,.31392765,.27642488,.65459585,.56112909,.69842339,.63354015,.31654024,.28661346
2017,2,.67037439,.56614304,.72016525,.62122345,.32821798,.28948975,.67215633,.56721878,.71072531,.61288214,.31392765,.27642488,.65459585,.56112909,.73097324,.6380167,.31654024,.28661394
2017,3,.67037439,.56614304,.71337605,.60775232,.32821798,.29216051,.67215633,.56721878,.70514584,.60149813,.31392765,.27642536,.65459585,.56112909,.69033813,.59213686,.31654024,.28661299
2017,4,.67037439,.56614304,.66994572,.56055021,.32821798,.29559326,.67215633,.56721878,.66647625,.55937386,.31392765,.27642393,.65459585,.56112909,.62257481,.52393723,.31654024,.28661346
2017,5,.67037439,.56614304,.42011023,.36811209,.32821798,.28114414,.67215633,.56721878,.26088333,.20685101,.31392765,.27642488,.65459585,.56112909,.58596134,.53800249,.31654024,.28661299
