year,expcat,eu_shclg,eu_shclg_m,eu_shclg_f,eu_lnclg,eu_lnclg_m,eu_lnclg_f,hr_clg,hr_clg_m,hr_clg_f,hr_hsg,hr_hsg_m,hr_hsg_f,hr_clg_exp,hr_clg_exp_m,hr_clg_exp_f,hr_hsg_exp,hr_hsg_exp_m,hr_hsg_exp_f,euexp_shclg,euexp_shclg_m,euexp_shclg_f,euexp_lnclg,euexp_lnclg_m,euexp_lnclg_f
1963,1,.28106031,.2915853,.24113052,-.93920821,-.8876971,-1.1464914,22787299328,16957334528,5829963776,100683587584,70580822016,30102769664,7246001152,5238936576,2007064064,20303278080,12699352064,7603926016,.372062,.40525836,.28321302,-.52338094,-.38360232,-.92857939
1963,2,.28106031,.2915853,.24113052,-.93920821,-.8876971,-1.1464914,22787299328,16957334528,5829963776,100683587584,70580822016,30102769664,6306428928,5265081856,1041346880,20692928512,15496683520,5196245504,.36660898,.38728818,.25685045,-.54679215,-.45872563,-1.0624033
1963,3,.28106031,.2915853,.24113052,-.93920821,-.8876971,-1.1464914,22787299328,16957334528,5829963776,100683587584,70580822016,30102769664,5229615104,3737910272,1491704576,26277361664,18583877632,7693485056,.26493391,.26759663,.25482288,-1.02048,-1.0068507,-1.0730532
1963,4,.28106031,.2915853,.24113052,-.93920821,-.8876971,-1.1464914,22787299328,16957334528,5829963776,100683587584,70580822016,30102769664,3401708800,2261941760,1139767168,22043738112,15491133440,6552605696,.21632591,.21193327,.23200575,-1.2872071,-1.3133113,-1.1970202
1963,5,.28106031,.2915853,.24113052,-.93920821,-.8876971,-1.1464914,22787299328,16957334528,5829963776,100683587584,70580822016,30102769664,603544960,453463936,150081040,11366280192,8309771776,3056508160,.08436919,.087115213,.073049411,-2.3844109,-2.3493781,-2.5407641
1964,1,.29046446,.30092964,.25132605,-.89312935,-.84287494,-1.0915525,24155783168,17875322880,6280460288,102548496384,71651958784,30896537600,7734879744,5592409088,2142470656,21429016576,13600353280,7828662784,.37365744,.40494472,.2877402,-.51655799,-.38490376,-.90638477
1964,2,.29046446,.30092964,.25132605,-.89312935,-.84287494,-1.0915525,24155783168,17875322880,6280460288,102548496384,71651958784,30896537600,6830988288,5590510592,1240477824,20807745536,15303255040,5504488960,.38569438,.40645236,.28314278,-.46544725,-.37865075,-.9289254
1964,3,.29046446,.30092964,.25132605,-.89312935,-.84287494,-1.0915525,24155783168,17875322880,6280460288,102548496384,71651958784,30896537600,5356936192,3880062464,1476873856,26113542144,18367381504,7746160640,.27199125,.27722299,.25206885,-.98454314,-.95827854,-1.0876087
1964,4,.29046446,.30092964,.25132605,-.89312935,-.84287494,-1.0915525,24155783168,17875322880,6280460288,102548496384,71651958784,30896537600,3593265408,2371664640,1221600768,22232412160,15603180544,6629231104,.22627696,.22047369,.24664299,-1.2294543,-1.2629081,-1.1165973
1964,5,.29046446,.30092964,.25132605,-.89312935,-.84287494,-1.0915525,24155783168,17875322880,6280460288,102548496384,71651958784,30896537600,639714368,440677056,199037280,11965779968,8777787392,3187993088,.084176034,.081722796,.094157308,-2.386914,-2.4191663,-2.2638988
1965,1,.29101321,.30462077,.24144329,-.89046824,-.82538974,-1.1447829,26424866816,19616342016,6808525312,110268923904,76021800960,34247118848,9006173184,6329261568,2676911104,24236361728,15373014016,8863348736,.37156007,.39564419,.30794665,-.52552992,-.42364782,-.80973649
1965,2,.29101321,.30462077,.24144329,-.89046824,-.82538974,-1.1447829,26424866816,19616342016,6808525312,110268923904,76021800960,34247118848,7358906880,6084413952,1274492928,21671933952,15843452928,5828480512,.39247665,.4157244,.27726027,-.43691358,-.34035027,-.95809251
1965,3,.29101321,.30462077,.24144329,-.89046824,-.82538974,-1.1447829,26424866816,19616342016,6808525312,110268923904,76021800960,34247118848,5605934592,4138680576,1467254016,27394576384,18850170880,8544405504,.27332884,.28546664,.22877721,-.97779846,-.91750449,-1.2152287
1965,4,.29101321,.30462077,.24144329,-.89046824,-.82538974,-1.1447829,26424866816,19616342016,6808525312,110268923904,76021800960,34247118848,3750022912,2596695040,1153327744,24102213632,16709730304,7392482816,.22029948,.22221725,.2135015,-1.263922,-1.2527918,-1.303947
1965,5,.29101321,.30462077,.24144329,-.89046824,-.82538974,-1.1447829,26424866816,19616342016,6808525312,110268923904,76021800960,34247118848,703830528,467290752,236539776,12863834112,9245431808,3618401536,.083680838,.080443949,.095926233,-2.3933547,-2.4363303,-2.2433314
1966,1,.29729998,.31089079,.24998774,-.86018842,-.79595804,-1.0986778,27915689984,20369152000,7546536448,111862652928,75997831168,35864817664,9738532864,6704116736,3034416384,25159135232,15518337024,9640797184,.37909332,.4061448,.31217524,-.4933984,-.37992579,-.78996938
1966,2,.29729998,.31089079,.24998774,-.86018842,-.79595804,-1.0986778,27915689984,20369152000,7546536448,111862652928,75997831168,35864817664,7483071488,6084303360,1398768256,21951481856,15826334720,6125147648,.39139035,.41418949,.28502938,-.44147167,-.3466728,-.91964918
1966,3,.29729998,.31089079,.24998774,-.86018842,-.79595804,-1.0986778,27915689984,20369152000,7546536448,111862652928,75997831168,35864817664,5952956416,4426360320,1526596096,27628736512,18943504384,8685231104,.28348514,.29748303,.23210372,-.92723924,-.85931242,-1.1964704
1966,4,.29729998,.31089079,.24998774,-.86018842,-.79595804,-1.0986778,27915689984,20369152000,7546536448,111862652928,75997831168,35864817664,4068113152,2727945216,1340167808,24283312128,16654973952,7628337664,.23075175,.23011304,.2329074,-1.2040713,-1.207673,-1.1919665
1966,5,.29729998,.31089079,.24998774,-.86018842,-.79595804,-1.0986778,27915689984,20369152000,7546536448,111862652928,75997831168,35864817664,673015232,426427136,246588080,12839985152,9054680064,3785304576,.078969069,.074039377,.096491337,-2.4564373,-2.5262346,-2.2368324
1967,1,.30669865,.32013002,.26128548,-.81559908,-.75317436,-1.0392979,29966653440,21582725120,8383928320,114363580416,76995330048,37368246272,10831855616,7276011520,3555844352,26298865664,16055955456,10242911232,.39165792,.41581586,.33411875,-.44034857,-.33997372,-.68961489
1967,2,.30669865,.32013002,.26128548,-.81559908,-.75317436,-1.0392979,29966653440,21582725120,8383928320,114363580416,76995330048,37368246272,7672053760,6196320768,1475733248,22524055552,16197097472,6326958592,.39210254,.41405317,.29150757,-.43848282,-.34723464,-.88807338
1967,3,.30669865,.32013002,.26128548,-.81559908,-.75317436,-1.0392979,29966653440,21582725120,8383928320,114363580416,76995330048,37368246272,6424595968,4752441856,1672154368,27627419648,18649638912,8977780736,.30111495,.31723961,.24382733,-.84199423,-.76648659,-1.1318095
1967,4,.30669865,.32013002,.26128548,-.81559908,-.75317436,-1.0392979,29966653440,21582725120,8383928320,114363580416,76995330048,37368246272,4302482944,2855435520,1447047552,24621463552,16655078400,7966384640,.23650832,.23623143,.23740749,-1.1719189,-1.1734529,-1.1669458
1967,5,.30669865,.32013002,.26128548,-.81559908,-.75317436,-1.0392979,29966653440,21582725120,8383928320,114363580416,76995330048,37368246272,735664000,502515040,233148960,13291772928,9437563904,3854209024,.085005745,.083506048,.090512089,-2.376199,-2.3956363,-2.3073983
1968,1,.30875516,.32333577,.26041499,-.80594552,-.73848391,-1.0438128,30911897600,22232567808,8679327744,115827884032,77328834560,38499049472,11477804032,7613377024,3864426752,27011182592,16290118656,10721064960,.39862987,.42181706,.34558499,-.41117725,-.31531858,-.63850313
1968,2,.30875516,.32333577,.26041499,-.80594552,-.73848391,-1.0438128,30911897600,22232567808,8679327744,115827884032,77328834560,38499049472,7804852224,6252640256,1552211712,22572453888,16069163008,6503291392,.39255092,.41490886,.29400787,-.43660212,-.34370875,-.87599754
1968,3,.30875516,.32333577,.26041499,-.80594552,-.73848391,-1.0438128,30911897600,22232567808,8679327744,115827884032,77328834560,38499049472,6559824896,4890909696,1668915456,27614461952,18606473216,9007987712,.30506966,.32282647,.24156868,-.82327151,-.7408126,-1.1440984
1968,4,.30875516,.32333577,.26041499,-.80594552,-.73848391,-1.0438128,30911897600,22232567808,8679327744,115827884032,77328834560,38499049472,4232628736,2879688704,1352940032,25341841408,17035613184,8306227200,.22857143,.23218399,.21683888,-1.2163953,-1.19602,-1.2841839
1968,5,.30875516,.32333577,.26041499,-.80594552,-.73848391,-1.0438128,30911897600,22232567808,8679327744,115827884032,77328834560,38499049472,836786880,595952896,240833984,13287943168,9327466496,3960476672,.097227007,.099669255,.08843597,-2.2284226,-2.2009048,-2.3328831
1969,1,.31765899,.33251667,.26922891,-.7645511,-.69682443,-.99853832,32522395648,23259439104,9262954496,116409188352,77225271296,39183921152,12157617152,8101396480,4056220672,28091568128,16767255552,11324311552,.40394449,.43161532,.34084222,-.38905632,-.2752637,-.65954328
1969,2,.31765899,.33251667,.26922891,-.7645511,-.69682443,-.99853832,32522395648,23259439104,9262954496,116409188352,77225271296,39183921152,7892411904,6332003840,1560408320,22925486080,16199660544,6725826048,.38957274,.41320536,.2870909,-.44910854,-.35073021,-.90955502
1969,3,.31765899,.33251667,.26922891,-.7645511,-.69682443,-.99853832,32522395648,23259439104,9262954496,116409188352,77225271296,39183921152,7016950784,5237424640,1779526016,27095267328,18282448896,8812817408,.32245934,.34009328,.25871202,-.7424925,-.66287851,-1.0526736
1969,4,.31765899,.33251667,.26922891,-.7645511,-.69682443,-.99853832,32522395648,23259439104,9262954496,116409188352,77225271296,39183921152,4591814656,3047532800,1544282112,25083549696,16751768576,8331781632,.24287122,.24436359,.23818672,-1.137002,-1.128903,-1.1626467
1969,5,.31765899,.33251667,.26922891,-.7645511,-.69682443,-.99853832,32522395648,23259439104,9262954496,116409188352,77225271296,39183921152,863600256,541082496,322517760,13213318144,9224133632,3989183488,.096375868,.091140687,.11413963,-2.2381577,-2.2997861,-2.0491369
1970,1,.33133915,.34503499,.2874144,-.70213449,-.64093602,-.90797496,34518032384,24357804032,10160227328,114614501376,75901902848,38712598528,13486610432,8775320576,4711290368,27781445632,16847009792,10934435840,.42649254,.44446903,.38594973,-.29617605,-.22304396,-.46436965
1970,2,.33133915,.34503499,.2874144,-.70213449,-.64093602,-.90797496,34518032384,24357804032,10160227328,114614501376,75901902848,38712598528,8071241728,6368001024,1703240320,22790387712,16092990464,6697398272,.3949928,.41672388,.30280304,-.42637283,-.33623686,-.83398539
1970,3,.33133915,.34503499,.2874144,-.70213449,-.64093602,-.90797496,34518032384,24357804032,10160227328,114614501376,75901902848,38712598528,7386055680,5509794816,1876261120,25986662400,17315618816,8671042560,.34380788,.36493829,.26865017,-.64637059,-.55399388,-1.0014819
1970,4,.33133915,.34503499,.2874144,-.70213449,-.64093602,-.90797496,34518032384,24357804032,10160227328,114614501376,75901902848,38712598528,4626667008,3134617344,1492049408,25110366208,16739786752,8370579456,.24441671,.24887073,.23028615,-1.1286154,-1.1046442,-1.2066962
1970,5,.33133915,.34503499,.2874144,-.70213449,-.64093602,-.90797496,34518032384,24357804032,10160227328,114614501376,75901902848,38712598528,947456896,570070400,377386528,12945643520,8906499072,4039143936,.10662975,.098525986,.13265784,-2.1256385,-2.2137108,-1.8776604
1971,1,.33806205,.35325006,.2895661,-.67194235,-.60478354,-.89749229,36061937664,25613973504,10447963136,115758505984,76370542592,39387971584,14735171584,9728304128,5006867456,28925874176,17583880192,11341995008,.44189307,.46277118,.39392295,-.23348264,-.14919141,-.43085176
1971,2,.33806205,.35325006,.2895661,-.67194235,-.60478354,-.89749229,36061937664,25613973504,10447963136,115758505984,76370542592,39387971584,8357047808,6598270976,1758776576,22952708096,16171433984,6781274624,.40089726,.42351401,.30539712,-.40172789,-.30836445,-.82172734
1971,3,.33806205,.35325006,.2895661,-.67194235,-.60478354,-.89749229,36061937664,25613973504,10447963136,115758505984,76370542592,39387971584,7261945344,5374155264,1887789824,25735774208,17096202240,8639571968,.34228426,.36224577,.27265251,-.65313125,-.56563008,-.98120624
1971,4,.33806205,.35325006,.2895661,-.67194235,-.60478354,-.89749229,36061937664,25613973504,10447963136,115758505984,76370542592,39387971584,4784712192,3303644672,1481067392,25048330240,16517893120,8530437632,.25115806,.25918403,.22583827,-1.0924455,-1.0502139,-1.2319616
1971,5,.33806205,.35325006,.2895661,-.67194235,-.60478354,-.89749229,36061937664,25613973504,10447963136,115758505984,76370542592,39387971584,923061376,609599168,313462208,13095821312,9001129984,4094691072,.10383411,.10220417,.10920992,-2.1553309,-2.1729701,-2.0988369
1972,1,.34965008,.3644439,.30273658,-.62057763,-.55612773,-.83430022,38851592192,27425290240,11426300928,118046367744,77773422592,40272941056,16237285376,10594822144,5642463744,31052974080,19014414336,12038558720,.44893497,.46565211,.41085571,-.20497477,-.1376083,-.36042905
1972,2,.34965008,.3644439,.30273658,-.62057763,-.55612773,-.83430022,38851592192,27425290240,11426300928,118046367744,77773422592,40272941056,9017970688,7034861056,1983109504,23660064768,16526129152,7133934592,.41082162,.43293983,.3203536,-.36056989,-.26986668,-.75214732
1972,3,.34965008,.3644439,.30273658,-.62057763,-.55612773,-.83430022,38851592192,27425290240,11426300928,118046367744,77773422592,40272941056,7558117376,5685961216,1872156416,25399361536,16744518656,8654842880,.3539629,.37806544,.26863295,-.60166484,-.4977676,-1.0015695
1972,4,.34965008,.3644439,.30273658,-.62057763,-.55612773,-.83430022,38851592192,27425290240,11426300928,118046367744,77773422592,40272941056,5090968064,3483154688,1607813504,25003737088,16632017920,8371718144,.26075244,.2664676,.24246374,-1.0420614,-1.0126191,-1.1392193
1972,5,.34965008,.3644439,.30273658,-.62057763,-.55612773,-.83430022,38851592192,27425290240,11426300928,118046367744,77773422592,40272941056,947249472,626491904,320757568,12930229248,8856342528,4073885952,.10873225,.10841931,.10974974,-2.1037564,-2.1069896,-2.0932999
1973,1,.36092621,.37573251,.31499124,-.5713464,-.50770146,-.77688682,41715236864,29167984640,12547254272,120097374208,78611857408,41485516800,18282328064,11812536320,6469792256,33287151616,20383260672,12903890944,.46331805,.47890082,.42818028,-.14699189,-.08444687,-.28927946
1973,2,.36092621,.37573251,.31499124,-.5713464,-.50770146,-.77688682,41715236864,29167984640,12547254272,120097374208,78611857408,41485516800,9516685312,7332601856,2184083456,23928659968,16465718272,7462942720,.41917521,.44147432,.33201051,-.32616016,-.23518075,-.6991058
1973,3,.36092621,.37573251,.31499124,-.5713464,-.50770146,-.77688682,41715236864,29167984640,12547254272,120097374208,78611857408,41485516800,8064978944,6041199616,2023779456,24697323520,16342343680,8354979840,.37590554,.39995378,.28984299,-.50696385,-.40565768,-.89614671
1973,4,.36092621,.37573251,.31499124,-.5713464,-.50770146,-.77688682,41715236864,29167984640,12547254272,120097374208,78611857408,41485516800,4996049920,3416305664,1579744512,25285070848,16581805056,8703265792,.25440717,.26225609,.23004636,-1.0752436,-1.0342753,-1.2080494
1973,5,.36092621,.37573251,.31499124,-.5713464,-.50770146,-.77688682,41715236864,29167984640,12547254272,120097374208,78611857408,41485516800,855194368,565340224,289854176,12899167232,8838727680,4060439552,.0971867,.096329674,.099979781,-2.2288818,-2.2386882,-2.1974492
1974,1,.37525266,.39123893,.32784122,-.50974774,-.44210741,-.71796519,44355252224,30670200832,13685053440,119099047936,76533653504,42565398528,20084908032,12914203648,7170704896,33988626432,20364537856,13624089600,.4829725,.50170898,.44216785,-.068136334,.006835964,-.23236856
1974,2,.37525266,.39123893,.32784122,-.50974774,-.44210741,-.71796519,44355252224,30670200832,13685053440,119099047936,76533653504,42565398528,10103690240,7691183104,2412506880,23750608896,15914361856,7836247040,.43288827,.45844391,.33874926,-.27007669,-.16660869,-.66887289
1974,3,.37525266,.39123893,.32784122,-.50974774,-.44210741,-.71796519,44355252224,30670200832,13685053440,119099047936,76533653504,42565398528,8197665792,6029935104,2167730944,24031488000,15698879488,8332608512,.38464561,.40836516,.30325267,-.46987593,-.37072784,-.83185649
1974,4,.37525266,.39123893,.32784122,-.50974774,-.44210741,-.71796519,44355252224,30670200832,13685053440,119099047936,76533653504,42565398528,5131251712,3470478080,1660773632,24679139328,15974008832,8705130496,.26305237,.27129385,.23847936,-1.0301636,-.98806804,-1.1610345
1974,5,.37525266,.39123893,.32784122,-.50974774,-.44210741,-.71796519,44355252224,30670200832,13685053440,119099047936,76533653504,42565398528,837737472,564400448,273337024,12649184256,8581863424,4067320832,.096072316,.096631519,.094268009,-2.2416482,-2.2352254,-2.2626016
1975,1,.39539346,.41174749,.34752977,-.42469653,-.35674605,-.62991518,46745600000,32126203904,14619394048,115303727104,73553707008,41750016000,21043630080,13416238080,7627392512,32383637504,19068440576,13315196928,.50977767,.53088146,.4650901,.039115649,.12368329,-.13986719
1975,2,.39539346,.41174749,.34752977,-.42469653,-.35674605,-.62991518,46745600000,32126203904,14619394048,115303727104,73553707008,41750016000,10786486272,7966263296,2820223232,23880415232,15896607744,7983807488,.4438338,.46521902,.36924684,-.22561701,-.13934897,-.53544921
1975,3,.39539346,.41174749,.34752977,-.42469653,-.35674605,-.62991518,46745600000,32126203904,14619394048,115303727104,73553707008,41750016000,8487388160,6283153920,2204234240,23203885056,15090405376,8113479168,.40103877,.4266713,.3121517,-.40113878,-.29544529,-.79007906
1975,4,.39539346,.41174749,.34752977,-.42469653,-.35674605,-.62991518,46745600000,32126203904,14619394048,115303727104,73553707008,41750016000,5521012736,3829624576,1691388032,24393332736,15858457600,8534875648,.28190255,.29404327,.24447858,-.93504381,-.87582701,-1.1282804
1975,5,.39539346,.41174749,.34752977,-.42469653,-.35674605,-.62991518,46745600000,32126203904,14619394048,115303727104,73553707008,41750016000,907080320,630924096,276156224,11442452480,7639794688,3802657792,.11292934,.11565989,.10440323,-2.0611625,-2.0341878,-2.1492298
1976,1,.40331593,.42065459,.35299686,-.39166757,-.32008681,-.605892,49161277440,33753075712,15408201728,117900042240,74920435712,42979606528,22167879680,13997619200,8170260992,34303125504,20455745536,13847379968,.50924152,.52596921,.47385561,.036970295,.10397039,-.10467301
1976,2,.40331593,.42065459,.35299686,-.39166757,-.32008681,-.605892,49161277440,33753075712,15408201728,117900042240,74920435712,42979606528,11816594432,8909033472,2907560192,24701995008,16225239040,8476755968,.45937213,.48655373,.36309478,-.16287056,-.053798057,-.56195694
1976,3,.40331593,.42065459,.35299686,-.39166757,-.32008681,-.605892,49161277440,33753075712,15408201728,117900042240,74920435712,42979606528,8552802304,6169059328,2383742976,23215646720,14782745600,8432900096,.40084928,.42561916,.32071689,-.40192768,-.29974774,-.75047922
1976,4,.40331593,.42065459,.35299686,-.39166757,-.32008681,-.605892,49161277440,33753075712,15408201728,117900042240,74920435712,42979606528,5708787712,4031465984,1677321600,24327344128,15869545472,8457798656,.29224953,.30735263,.24450828,-.88448358,-.81252527,-1.1281196
1976,5,.40331593,.42065459,.35299686,-.39166757,-.32008681,-.605892,49161277440,33753075712,15408201728,117900042240,74920435712,42979606528,915213632,645898304,269315328,11351928832,7587158528,3764770816,.11439979,.11953221,.098159149,-2.0465665,-1.9968674,-2.2178478
1977,1,.40912658,.42842162,.35424268,-.36757722,-.28829384,-.60044152,51819212800,35386736640,16432474112,121668878336,76480593920,45188284416,23028205568,14389163008,8639043584,36017831936,21459189760,14558642176,.50660795,.52272242,.47283462,.026433337,.090952337,-.10876864
1977,2,.40912658,.42842162,.35424268,-.36757722,-.28829384,-.60044152,51819212800,35386736640,16432474112,121668878336,76480593920,45188284416,12866369536,9384280064,3482090240,26119020544,16968290304,9150731264,.46271414,.4864175,.38436201,-.14942084,-.054343361,-.47107425
1977,3,.40912658,.42842162,.35424268,-.36757722,-.28829384,-.60044152,51819212800,35386736640,16432474112,121668878336,76480593920,45188284416,9108483072,6672838656,2435644160,23550490624,14794455040,8756034560,.41373187,.44352153,.31670779,-.34855911,-.22688214,-.76894307
1977,4,.40912658,.42842162,.35424268,-.36757722,-.28829384,-.60044152,51819212800,35386736640,16432474112,121668878336,76480593920,45188284416,5892895744,4296357888,1596537728,24333457408,15594677248,8738779136,.3002938,.32337797,.2272546,-.84589916,-.73829103,-1.2238786
1977,5,.40912658,.42842162,.35424268,-.36757722,-.28829384,-.60044152,51819212800,35386736640,16432474112,121668878336,76480593920,45188284416,923256768,644097728,279159040,11648081920,7663984640,3984097792,.11260469,.1186562,.094342127,-2.0644071,-2.0052176,-2.2617338
1978,1,.41983834,.4384273,.36901343,-.32343706,-.24754724,-.53645152,55799463936,37512450048,18287015936,125314523136,77851172864,47463350272,24588527616,15206716416,9381811200,38351212544,22681835520,15669379072,.50760305,.52237451,.47728938,.030414542,.089557856,-.090905033
1978,2,.41983834,.4384273,.36901343,-.32343706,-.24754724,-.53645152,55799463936,37512450048,18287015936,125314523136,77851172864,47463350272,14072663040,10060254208,4012409344,27355607040,17376430080,9979177984,.47110373,.49520835,.39658976,-.11571403,-.019167176,-.41969493
1978,3,.41983834,.4384273,.36901343,-.32343706,-.24754724,-.53645152,55799463936,37512450048,18287015936,125314523136,77851172864,47463350272,9675637760,6996392448,2679245056,23800713216,14753301504,9047411712,.42627415,.45651788,.33136085,-.29706898,-.17436896,-.70203656
1978,4,.41983834,.4384273,.36901343,-.32343706,-.24754724,-.53645152,55799463936,37512450048,18287015936,125314523136,77851172864,47463350272,6509735936,4594299904,1915436032,24145287168,15361258496,8784029696,.31906393,.3393662,.2572723,-.75807691,-.66611993,-1.0601944
1978,5,.41983834,.4384273,.36901343,-.32343706,-.24754724,-.53645152,55799463936,37512450048,18287015936,125314523136,77851172864,47463350272,952900032,654785792,298114240,11661699072,7678347264,3983352064,.11481729,.11959975,.10052882,-2.0424521,-1.9962258,-2.1913626
1979,1,.42734024,.44547245,.3796486,-.29271126,-.21898109,-.49104002,58278047744,38509801472,19768246272,127368159232,78345035776,49023123456,25165957120,15251526656,9914430464,39574351872,23642050560,15932300288,.50544715,.51418591,.48785648,.02178946,.056758855,-.048583645
1979,2,.42734024,.44547245,.3796486,-.29271126,-.21898109,-.49104002,58278047744,38509801472,19768246272,127368159232,78345035776,49023123456,15546840064,10864079872,4682760704,27916091392,17219938304,10696153088,.49074328,.51657492,.41623569,-.037031114,.066323981,-.33824569
1979,3,.42734024,.44547245,.3796486,-.29271126,-.21898109,-.49104002,58278047744,38509801472,19768246272,127368159232,78345035776,49023123456,9853501440,6945759232,2907742464,24475088896,14879900672,9595189248,.42292988,.45374569,.3319886,-.31075737,-.18554774,-.69920462
1979,4,.42734024,.44547245,.3796486,-.29271126,-.21898109,-.49104002,58278047744,38509801472,19768246272,127368159232,78345035776,49023123456,6673871872,4710528000,1963344128,24006809600,15076890624,8929918976,.32733697,.35018244,.25949451,-.72025436,-.61823738,-1.0485975
1979,5,.42734024,.44547245,.3796486,-.29271126,-.21898109,-.49104002,58278047744,38509801472,19768246272,127368159232,78345035776,49023123456,1037877440,737907968,299969504,11395819520,7526256128,3869563904,.12621203,.13392262,.10259301,-1.9348744,-1.8667121,-2.1687396
1980,1,.43545872,.45496866,.38581893,-.25961351,-.18061475,-.46492162,60550037504,39536496640,21013538816,128410501120,77835575296,50574921728,25277556736,14852610048,10424945664,40386199552,23874654208,16511546368,.49871218,.50280643,.49089774,-.005151283,.011225819,-.036413044
1980,2,.43545872,.45496866,.38581893,-.25961351,-.18061475,-.46492162,60550037504,39536496640,21013538816,128410501120,77835575296,50574921728,17146561536,12042330112,5104230912,28916830208,17718290432,11198538752,.50617111,.53493106,.42244589,.024685683,.13995224,-.31274074
1980,3,.43545872,.45496866,.38581893,-.25961351,-.18061475,-.46492162,60550037504,39536496640,21013538816,128410501120,77835575296,50574921728,9992233984,6856379392,3135854336,24291710976,14637388800,9654322176,.42522854,.4531278,.34682652,-.30134577,-.18804093,-.63301802
1980,4,.43545872,.45496866,.38581893,-.25961351,-.18061475,-.46492162,60550037504,39536496640,21013538816,128410501120,77835575296,50574921728,7047080448,5062514176,1984566144,23507329024,14359576576,9147751424,.34687567,.37800214,.25653815,-.63280112,-.4980368,-1.0640401
1980,5,.43545872,.45496866,.38581893,-.25961351,-.18061475,-.46492162,60550037504,39536496640,21013538816,128410501120,77835575296,50574921728,1086606592,722664384,363942176,11308431360,7245667840,4062763776,.13102295,.13662769,.11556473,-1.8919443,-1.8435863,-2.0351186
1981,1,.44628051,.4664073,.3957918,-.21571052,-.13457353,-.42303053,62478856192,40606228480,21872627712,127353659392,76531236864,50822422528,25442070528,14761315328,10680754176,39107420160,22889064448,16218356736,.50937313,.51237214,.50381613,.037496906,.049498647,.015264807
1981,2,.44628051,.4664073,.3957918,-.21571052,-.13457353,-.42303053,62478856192,40606228480,21872627712,127353659392,76531236864,50822422528,18370562048,12715268096,5655294976,29750106112,18072805376,11677301760,.51605093,.54333395,.43935007,.064225808,.17377175,-.24380018
1981,3,.44628051,.4664073,.3957918,-.21571052,-.13457353,-.42303053,62478856192,40606228480,21872627712,127353659392,76531236864,50822422528,10348640256,7205507584,3143132160,24996864000,14874938368,10121924608,.4280684,.46102837,.33505669,-.28973642,-.15620336,-.68540204
1981,4,.44628051,.4664073,.3957918,-.21571052,-.13457353,-.42303053,62478856192,40606228480,21872627712,127353659392,76531236864,50822422528,7255822336,5200996352,2054826368,22312271872,13576295424,8735977472,.36643633,.39847615,.2729063,-.54753572,-.41181853,-.97992682
1981,5,.44628051,.4664073,.3957918,-.21571052,-.13457353,-.42303053,62478856192,40606228480,21872627712,127353659392,76531236864,50822422528,1061761792,723142400,338619424,11186992128,7118130688,4068861184,.12853868,.13623032,.10741848,-1.9139416,-1.8469592,-2.1173856
1982,1,.46957517,.48971772,.42091081,-.12184987,-.041134913,-.31903556,65664901120,41976745984,23688153088,121685630976,71980449792,49705181184,26432864256,15062088704,11370776576,36821700608,21192677376,15629023232,.53264505,.53525215,.52802455,.13076621,.14124297,.11221582
1982,2,.46957517,.48971772,.42091081,-.12184987,-.041134913,-.31903556,65664901120,41976745984,23688153088,121685630976,71980449792,49705181184,19918030848,13539363840,6378666496,28834416640,17193861120,11640554496,.54373103,.57120579,.46956575,.17537223,.28677246,-.12188768
1982,3,.46957517,.48971772,.42091081,-.12184987,-.041134913,-.31903556,65664901120,41976745984,23688153088,121685630976,71980449792,49705181184,10760549376,7416647168,3343901696,24293683200,14231775232,10061907968,.44392669,.47764754,.3513025,-.22524069,-.089469463,-.6133188
1982,4,.46957517,.48971772,.42091081,-.12184987,-.041134913,-.31903556,65664901120,41976745984,23688153088,121685630976,71980449792,49705181184,7444910080,5220010496,2224899584,20963194880,12633444352,8329750016,.38775343,.41869569,.30050746,-.45676547,-.32813001,-.84488255
1982,5,.46957517,.48971772,.42091081,-.12184987,-.041134913,-.31903556,65664901120,41976745984,23688153088,121685630976,71980449792,49705181184,1108544640,738635648,369908928,10772634624,6728692224,4043942912,.13975842,.14790282,.11851072,-1.8172978,-1.7511451,-2.0066094
1983,1,.47509375,.49314567,.43245673,-.099707514,-.027419019,-.2718347,68304773120,43020976128,25283796992,124070027264,73132146688,50937880576,26106585088,14493103104,11613480960,36807917568,21181296640,15626619904,.52793002,.5241822,.5343529,.11183651,.096804328,.13762842
1983,2,.47509375,.49314567,.43245673,-.099707514,-.027419019,-.2718347,68304773120,43020976128,25283796992,124070027264,73132146688,50937880576,22047410176,14771322880,7276087808,30575468544,18391799808,12183668736,.55496502,.57826859,.49264613,.22075219,.3156698,-.02941761
1983,3,.47509375,.49314567,.43245673,-.099707514,-.027419019,-.2718347,68304773120,43020976128,25283796992,124070027264,73132146688,50937880576,11516433408,7702426624,3814007296,24891496448,14468545536,10422950912,.44922316,.47940555,.37053385,-.20380993,-.082424425,-.52992725
1983,4,.47509375,.49314567,.43245673,-.099707514,-.027419019,-.2718347,68304773120,43020976128,25283796992,124070027264,73132146688,50937880576,7529448960,5318285824,2211163136,21231384576,12615465984,8615918592,.38887745,.42319649,.29337692,-.45203325,-.30966505,-.87903917
