year,expcat,eu_shclg,eu_shclg_m,eu_shclg_f,eu_lnclg,eu_lnclg_m,eu_lnclg_f,hr_clg,hr_clg_m,hr_clg_f,hr_hsg,hr_hsg_m,hr_hsg_f,hr_clg_exp,hr_clg_exp_m,hr_clg_exp_f,hr_hsg_exp,hr_hsg_exp_m,hr_hsg_exp_f,euexp_shclg,euexp_shclg_m,euexp_shclg_f,euexp_lnclg,euexp_lnclg_m,euexp_lnclg_f
2006,3,.5782007,.56746894,.59924269,.31539142,.27153188,.40231064,132243341312,72266416128,59976916992,151989780480,89912713216,62077071360,36212150272,19936544768,16275604480,39990276096,23393191936,16597082112,.59184337,.58490574,.60611391,.371591,.3429451,.43100619
2006,4,.5782007,.56746894,.59924269,.31539142,.27153188,.40231064,132243341312,72266416128,59976916992,151989780480,89912713216,62077071360,25751701504,14726370304,11025331200,32920717312,18540068864,14380649472,.55025196,.55616426,.53784633,.20168877,.22560917,.15167542
2006,5,.5782007,.56746894,.59924269,.31539142,.27153188,.40231064,132243341312,72266416128,59976916992,151989780480,89912713216,62077071360,3381278208,1857333888,1523944320,10764654592,5746240000,5018414080,.3139669,.32427469,.29535231,-.78163832,-.73419571,-.86952901
2007,1,.58755726,.5742867,.61301959,.35387629,.29936263,.46002281,136044781568,73403359232,62641426432,149171912704,88093106176,61078814720,34484043776,16929936384,17554106368,33568606208,20227983360,13340620800,.61236846,.56820822,.67648745,.45727894,.27454445,.73767596
2007,2,.58755726,.5742867,.61301959,.35387629,.29936263,.46002281,136044781568,73403359232,62641426432,149171912704,88093106176,61078814720,34439176192,19321851904,15117325312,32114116608,20262559744,11851555840,.63679671,.61794066,.67617387,.56148779,.48081651,.73624349
2007,3,.58755726,.5742867,.61301959,.35387629,.29936263,.46002281,136044781568,73403359232,62641426432,149171912704,88093106176,61078814720,35998752768,19327752192,16671002624,39252766720,22903855104,16348913664,.59322554,.58170354,.61599302,.37731579,.32977054,.47257492
2007,4,.58755726,.5742867,.61301959,.35387629,.29936263,.46002281,136044781568,73403359232,62641426432,149171912704,88093106176,61078814720,27278393344,15659209728,11619183616,33051682816,18725793792,14325888000,.56313688,.56889313,.55091083,.25390279,.2773366,.2043515
2007,5,.58755726,.5742867,.61301959,.35387629,.29936263,.46002281,136044781568,73403359232,62641426432,149171912704,88093106176,61078814720,3844417024,2164606976,1679810176,11184746496,5972911616,5211834880,.32958263,.34374893,.30327332,-.71007335,-.6466319,-.83175874
2008,1,.59231687,.57898182,.6175738,.37355149,.31859505,.47926286,134555811840,72229421056,62326390784,144353361920,84814856192,59538505728,34506530816,16866684928,17639847936,31653437440,19218040832,12435396608,.62518114,.57832724,.69292831,.51159853,.31591031,.81384534
2008,2,.59231687,.57898182,.6175738,.37355149,.31859505,.47926286,134555811840,72229421056,62326390784,144353361920,84814856192,59538505728,33602179072,18763100160,14839079936,30971430912,19449714688,11521716224,.63979298,.62092328,.67868501,.57446575,.49346891,.7477352
2008,3,.59231687,.57898182,.6175738,.37355149,.31859505,.47926286,134555811840,72229421056,62326390784,144353361920,84814856192,59538505728,34752466944,18813736960,15938728960,37471903744,21525884928,15946019840,.59795952,.59084558,.6119886,.39697027,.36746207,.45567894
2008,4,.59231687,.57898182,.6175738,.37355149,.31859505,.47926286,134555811840,72229421056,62326390784,144353361920,84814856192,59538505728,27794501632,15550866432,12243635200,33288376320,18689662976,14598714368,.56485063,.56729722,.55987775,.26087198,.2708323,.24066594
2008,5,.59231687,.57898182,.6175738,.37355149,.31859505,.47926286,134555811840,72229421056,62326390784,144353361920,84814856192,59538505728,3900129536,2235029248,1665100288,10968210432,5931553792,5036657152,.34004748,.3560034,.30938742,-.66308266,-.59275317,-.80298471
2009,1,.59969074,.58617479,.62461919,.40417668,.34817433,.50920117,130979274752,69469798400,61509476352,135896809472,78767702016,57129111552,33323401216,16203918336,17119482880,28310532096,16529184768,11781347328,.64456838,.60669887,.69711155,.59524804,.43345702,.83358085
2009,2,.59969074,.58617479,.62461919,.40417668,.34817433,.50920117,130979274752,69469798400,61509476352,135896809472,78767702016,57129111552,32597389312,17878472704,14718916608,29111775232,18186096640,10925678592,.64637494,.62508118,.68896842,.60314256,.511172,.79530096
2009,3,.59969074,.58617479,.62461919,.40417668,.34817433,.50920117,130979274752,69469798400,61509476352,135896809472,78767702016,57129111552,33359136768,17901373440,15457762304,35041464320,20174573568,14866888704,.60426265,.59556937,.62120134,.42325822,.38703766,.49465042
2009,4,.59969074,.58617479,.62461919,.40417668,.34817433,.50920117,130979274752,69469798400,61509476352,135896809472,78767702016,57129111552,27513698304,15092104192,12421593088,32294301696,18099167232,14195134464,.56934899,.56804371,.57193029,.27919555,.27387396,.28973106
2009,5,.59969074,.58617479,.62461919,.40417668,.34817433,.50920117,130979274752,69469798400,61509476352,135896809472,78767702016,57129111552,4185653504,2393931008,1791722496,11138738176,5778676224,5360062464,.35542217,.37590873,.31833094,-.59528929,-.50695026,-.76145273
2010,1,.61078244,.59636009,.63735098,.45060238,.39032149,.56388497,133405573120,70771613696,62633963520,131659145216,76707119104,54952022016,34127198208,16847431680,17279766528,27203037184,16119080960,11083955200,.65859467,.62107015,.71186155,.65703785,.49409294,.90444237
2010,2,.61078244,.59636009,.63735098,.45060238,.39032149,.56388497,133405573120,70771613696,62633963520,131659145216,76707119104,54952022016,32769495040,17721679872,15047814144,28228612096,17688926208,10539684864,.65423328,.63044286,.70065749,.63769966,.53411716,.85043073
2010,3,.61078244,.59636009,.63735098,.45060238,.39032149,.56388497,133405573120,70771613696,62633963520,131659145216,76707119104,54952022016,33813944320,18229815296,15584126976,32760035328,18942754816,13817280512,.62223828,.6131348,.64007831,.49905947,.4605085,.57570404
2010,4,.61078244,.59636009,.63735098,.45060238,.39032149,.56388497,133405573120,70771613696,62633963520,131659145216,76707119104,54952022016,28141412352,15511572480,12629839872,32125067264,18064574464,14060492800,.57674325,.57619435,.57783759,.3094182,.30717003,.31390274
2010,5,.61078244,.59636009,.63735098,.45060238,.39032149,.56388497,133405573120,70771613696,62633963520,131659145216,76707119104,54952022016,4553525248,2461111552,2092413952,11342393344,5891783680,5450610176,.36407721,.3741208,.34668693,-.55771118,-.51457864,-.63363427
2011,1,.61283869,.59669799,.64254594,.45926031,.39172539,.58643144,135788994560,71821713408,63967281152,132712112128,77579468800,55132647424,34591092736,16884832256,17706260480,27171352576,15959870464,11211481088,.66260743,.62364495,.71662968,.67493558,.50504822,.92780465
2011,2,.61283869,.59669799,.64254594,.45926031,.39172539,.58643144,135788994560,71821713408,63967281152,132712112128,77579468800,55132647424,33149554688,17895450624,15254103040,28002736128,17573142528,10429592576,.65934402,.6345036,.70752007,.66037232,.55158657,.88336992
2011,3,.61283869,.59669799,.64254594,.45926031,.39172539,.58643144,135788994560,71821713408,63967281152,132712112128,77579468800,55132647424,34053988352,18486204416,15567783936,32639541248,19062777856,13576763392,.6244207,.61431289,.64457935,.50835472,.46547794,.59529591
2011,4,.61283869,.59669799,.64254594,.45926031,.39172539,.58643144,135788994560,71821713408,63967281152,132712112128,77579468800,55132647424,28698376192,15605490688,13092885504,33112111104,18715320320,14396791808,.57385111,.56977761,.58184946,.29758117,.28094387,.33037022
2011,5,.61283869,.59669799,.64254594,.45926031,.39172539,.58643144,135788994560,71821713408,63967281152,132712112128,77579468800,55132647424,5295986688,2949737472,2346248960,11786371072,6268355584,5518015488,.39022326,.4027673,.36696863,-.44637382,-.39394784,-.54524362
2012,1,.61826485,.60040647,.65109974,.48218989,.407159,.62387675,139962417152,73935904768,66026508288,133139079168,78365728768,54773350400,36017700864,17687046144,18330652672,27855171584,16552348672,11302821888,.66575533,.62585843,.72153574,.68904895,.51448995,.95209223
2012,2,.61826485,.60040647,.65109974,.48218989,.407159,.62387675,139962417152,73935904768,66026508288,133139079168,78365728768,54773350400,33946712064,18346807296,15599905792,28284198912,17849112576,10435086336,.66177404,.63526785,.71334469,.67120999,.55488348,.91168427
2012,3,.61826485,.60040647,.65109974,.48218989,.407159,.62387675,139962417152,73935904768,66026508288,133139079168,78365728768,54773350400,35073806336,19183366144,15890441216,31386689536,18507055104,12879633408,.63947511,.62903637,.66060209,.57308668,.52808505,.66597849
2012,4,.61826485,.60040647,.65109974,.48218989,.407159,.62387675,139962417152,73935904768,66026508288,133139079168,78365728768,54773350400,29680832512,15792939008,13887892480,33549234176,18967234560,14581999616,.57603997,.56795353,.59147817,.30653787,.27350643,.37007943
2012,5,.61826485,.60040647,.65109974,.48218989,.407159,.62387675,139962417152,73935904768,66026508288,133139079168,78365728768,54773350400,5243359232,2925743872,2317615616,12063788032,6489980416,5573808128,.38000473,.39074633,.35983863,-.48952812,-.44417617,-.57606459
2013,1,.61891639,.59788877,.6576401,.48495141,.39667597,.65279531,141504118784,74400186368,67103932416,134042476544,79725903872,54316572672,36450693120,17938616320,18512076800,28332972032,16818521088,11514450944,.66445827,.62465054,.72047609,.68322575,.50933486,.94682437
2013,2,.61891639,.59788877,.6576401,.48495141,.39667597,.65279531,141504118784,74400186368,67103932416,134042476544,79725903872,54316572672,34924474368,18508357632,16416116736,28122624000,17995995136,10126629888,.66656959,.63464653,.72717655,.6927104,.55220294,.98034441
2013,3,.61891639,.59788877,.6576401,.48495141,.39667597,.65279531,141504118784,74400186368,67103932416,134042476544,79725903872,54316572672,34767347712,18898550784,15868795904,31784755200,19144204288,12640549888,.63539892,.61975747,.66729492,.55544919,.48851895,.69597566
2013,4,.61891639,.59788877,.6576401,.48495141,.39667597,.65279531,141504118784,74400186368,67103932416,134042476544,79725903872,54316572672,30261278720,16195198976,14066079744,32934420480,18737174528,14197245952,.58493787,.57687813,.60053378,.34307742,.3099708,.40768969
2013,5,.61891639,.59788877,.6576401,.48495141,.39667597,.65279531,141504118784,74400186368,67103932416,134042476544,79725903872,54316572672,5100330496,2859464448,2240866048,12867706880,7030012416,5837694464,.36156428,.36807805,.34910077,-.56858116,-.5404709,-.62299424
2014,1,.62014741,.59767151,.66154116,.49017394,.3957724,.67016971,144833363968,76059787264,68773576704,136701526016,81693474816,55008047104,38098423808,19054393344,19044032512,29191749632,17209528320,11982221312,.67102838,.63745958,.71941358,.7128399,.5643549,.94155461
2014,2,.62014741,.59767151,.66154116,.49017394,.3957724,.67016971,144833363968,76059787264,68773576704,136701526016,81693474816,55008047104,35220799488,18538520576,16682279936,29255481344,18676707328,10578772992,.66002804,.62688339,.72232318,.66341919,.51886952,.95601475
2014,3,.62014741,.59767151,.66154116,.49017394,.3957724,.67016971,144833363968,76059787264,68773576704,136701526016,81693474816,55008047104,35394064384,19049586688,16344476672,31181131776,18652164096,12528967680,.64524984,.62955469,.67662853,.59822387,.53030688,.73832071
2014,4,.62014741,.59767151,.66154116,.49017394,.3957724,.67016971,144833363968,76059787264,68773576704,136701526016,81693474816,55008047104,30361720832,16137128960,14224590848,33169174528,19280175104,13888999424,.58250695,.56836647,.6099847,.33307323,.27518949,.44724789
2014,5,.62014741,.59767151,.66154116,.49017394,.3957724,.67016971,144833363968,76059787264,68773576704,136701526016,81693474816,55008047104,5758356480,3280161536,2478194944,13903986688,7874901504,6029085184,.36994696,.37345886,.3628104,-.53244436,-.51740658,-.56318688
2015,1,.62671912,.60371733,.66864544,.51816732,.42097831,.70206493,149552840704,78152171520,71400669184,137443262464,82049843200,55393419264,39650373632,19527747584,20122626048,29895366656,17708279808,12187086848,.67531759,.63761872,.72815192,.73233557,.56504357,.98526633
2015,2,.62671912,.60371733,.66864544,.51816732,.42097831,.70206493,149552840704,78152171520,71400669184,137443262464,82049843200,55393419264,36953493504,19463651328,17489840128,29455726592,18547671040,10908054528,.67014021,.63983762,.72649616,.70881927,.57465947,.97691756
2015,3,.62671912,.60371733,.66864544,.51816732,.42097831,.70206493,149552840704,78152171520,71400669184,137443262464,82049843200,55393419264,35713159168,19116337152,16596819968,30480230400,18477950976,12002279424,.65184557,.63269007,.68999678,.62716156,.54377472,.80010426
2015,4,.62671912,.60371733,.66864544,.51816732,.42097831,.70206493,149552840704,78152171520,71400669184,137443262464,82049843200,55393419264,31115276288,16625825792,14489450496,33602277376,19427557376,14174720000,.58522141,.57352769,.60805964,.3442454,.29625878,.4391633
2015,5,.62671912,.60371733,.66864544,.51816732,.42097831,.70206493,149552840704,78152171520,71400669184,137443262464,82049843200,55393419264,6120541696,3418609664,2701932288,14009663488,7888385536,6121277952,.38394523,.38523737,.38138554,-.47283599,-.46737656,-.48367149
2016,1,.62993997,.60482949,.67519552,.5319593,.42562923,.73177886,152285839360,79075753984,73210093568,137437601792,82107572224,55330033664,41192849408,20109660160,21083187200,30838358016,18004789248,12833569792,.67479914,.63812405,.72530174,.72997206,.56723124,.97091454
2016,2,.62993997,.60482949,.67519552,.5319593,.42562923,.73177886,152285839360,79075753984,73210093568,137437601792,82107572224,55330033664,38258417664,20181653504,18076764160,29528621056,18852210688,10676410368,.6757195,.64184022,.73892766,.73416919,.5833602,1.0404025
2016,3,.62993997,.60482949,.67519552,.5319593,.42562923,.73177886,152285839360,79075753984,73210093568,137437601792,82107572224,55330033664,35750842368,19066306560,16684534784,29686462464,17942757376,11743705088,.6577667,.63788444,.69683838,.65335763,.56619376,.83228743
2016,4,.62993997,.60482949,.67519552,.5319593,.42562923,.73177886,152285839360,79075753984,73210093568,137437601792,82107572224,55330033664,31102545920,16556614656,14545930240,33119406080,19270891520,13848514560,.58749622,.57371354,.61438471,.35362443,.29701865,.46578109
2016,5,.62993997,.60482949,.67519552,.5319593,.42562923,.73177886,152285839360,79075753984,73210093568,137437601792,82107572224,55330033664,5981192192,3161518592,2819673344,14264757248,8036922880,6227834880,.3707723,.36101082,.38920859,-.52890503,-.5709796,-.45064011
2017,1,.63647199,.61006296,.68387157,.56008404,.44757685,.77162158,156074000384,80827457536,75246542848,137251708928,82365480960,54886227968,42471137280,20728915968,21742219264,31108616192,18415548416,12693066752,.67976284,.63992882,.73484474,.75268215,.57505518,1.0193437
2017,2,.63647199,.61006296,.68387157,.56008404,.44757685,.77162158,156074000384,80827457536,75246542848,137251708928,82365480960,54886227968,39553626112,20909615104,18644011008,29210947584,18598342656,10612604928,.6859799,.65426892,.74496621,.78139132,.6378572,1.0719428
2017,3,.63647199,.61006296,.68387157,.56008404,.44757685,.77162158,156074000384,80827457536,75246542848,137251708928,82365480960,54886227968,36602769408,19428794368,17173974016,29464649728,18066950144,11397700608,.66415089,.6407969,.71013576,.68184739,.57882458,.89604348
2017,4,.63647199,.61006296,.68387157,.56008404,.44757685,.77162158,156074000384,80827457536,75246542848,137251708928,82365480960,54886227968,31188541440,16461294592,14727246848,31921035264,18550040576,13370993664,.59883446,.58330375,.62866861,.40061101,.33635053,.52650934
2017,5,.63647199,.61006296,.68387157,.56008404,.44757685,.77162158,156074000384,80827457536,75246542848,137251708928,82365480960,54886227968,6257934336,3298840832,2959093504,15546457088,8734595072,6811862016,.35944727,.3493039,.37848327,-.57776397,-.62210041,-.49599099
