year,age,edclass,race,sex,population,tmort,trate
2005,26,0,0,0,3966722,4006,100.9901885986328
2005,26,1,0,0,2876862,3666.004150390625,127.4306564331055
2005,26,3,0,0,1089860,339.9958190917969,31.1962833404541
2005,27,0,0,0,3870040,3896,100.6707916259766
2005,27,1,0,0,2792823.75,3534.60595703125,126.5602951049805
2005,27,3,0,0,1077216.125,361.3942260742188,33.54890441894531
2005,28,0,0,0,3805526,3860,101.4314422607422
2005,28,1,0,0,2713448.75,3464.86767578125,127.6923904418945
2005,28,3,0,0,1092077.25,395.1324462890625,36.18173217773438
2005,29,0,0,0,3686326,3687,100.0182800292969
2005,29,1,0,0,2577873.5,3309.793701171875,128.3923950195313
2005,29,3,0,0,1108452.25,377.2063598632813,34.03000640869141
2005,30,0,0,0,3866581,3940,101.898811340332
2005,30,1,0,0,2636584.5,3534.2880859375,134.0479736328125
2005,30,3,0,0,1229996.75,405.7119140625,32.98479461669922
2005,31,0,0,0,3705594,4064,109.6720275878906
2005,31,1,0,0,2504464,3600.3896484375,143.7588958740234
2005,31,3,0,0,1201129.875,463.6105651855469,38.59786987304688
2005,32,0,0,0,3848038,4444,115.4874267578125
2005,32,1,0,0,2642091,3933.82568359375,148.890625
2005,32,3,0,0,1205946.875,510.1745300292969,42.30489349365234
2005,33,0,0,0,4035045,4679,115.9590530395508
2005,33,1,0,0,2771192.25,4148.70849609375,149.7084350585938
2005,33,3,0,0,1263852.75,530.29150390625,41.95832824707031
2005,34,0,0,0,4268679,5230,122.5203399658203
2005,34,1,0,0,2925863.5,4561.2939453125,155.8956451416016
2005,34,3,0,0,1342815.5,668.7062377929688,49.7988166809082
2005,35,0,0,0,4377057,5501,125.6780548095703
2005,35,1,0,0,2989860,4810.1064453125,160.8806610107422
2005,35,3,0,0,1387196.875,690.8934326171875,49.80500030517578
2005,36,0,0,0,4130501,5646,136.6904449462891
2005,36,1,0,0,2807208.25,4959.306640625,176.6632995605469
2005,36,3,0,0,1323293,686.693359375,51.89276885986328
2005,37,0,0,0,4044933,6092,150.6081848144531
2005,37,1,0,0,2781974.75,5380.51513671875,193.4063262939453
2005,37,3,0,0,1262958.125,711.4849853515625,56.33480453491211
2005,38,0,0,0,4060608,6630,163.2760467529297
2005,38,1,0,0,2855890.5,5817.60498046875,203.7054595947266
2005,38,3,0,0,1204717.375,812.3948974609375,67.43447875976563
2005,39,0,0,0,4185554,7551,180.4062194824219
2005,39,1,0,0,2936989,6669.376953125,227.0821228027344
2005,39,3,0,0,1248565,881.6233520507813,70.61093139648438
2005,40,0,0,0,4470383,8594,192.2430419921875
2005,40,1,0,0,3194988.25,7565.69580078125,236.7988586425781
2005,40,3,0,0,1275394.75,1028.303955078125,80.62632751464844
2005,41,0,0,0,4553968,9554,209.7950592041016
2005,41,1,0,0,3234456.5,8460.8291015625,261.5842590332031
2005,41,3,0,0,1319511.5,1093.170776367188,82.84662628173828
2005,42,0,0,0,4537278,10773,237.43310546875
2005,42,1,0,0,3254624.5,9550.5986328125,293.447021484375
2005,42,3,0,0,1282653.25,1222.401489257813,95.30256652832031
2005,43,0,0,0,4559728,11676,256.0679016113281
2005,43,1,0,0,3288631.5,10376.14453125,315.5155639648438
2005,43,3,0,0,1271096.75,1299.855224609375,102.2624893188477
2005,44,0,0,0,4585528,12768,278.4412231445313
2005,44,1,0,0,3298278.5,11319.2978515625,343.1880493164063
2005,44,3,0,0,1287249.5,1448.702392578125,112.5424728393555
2005,45,0,0,0,4666734,13782,295.3243103027344
2005,45,1,0,0,3398984.25,12145.48046875,357.3267517089844
2005,45,3,0,0,1267749.75,1636.52001953125,129.0885772705078
2005,46,0,0,0,4496805,14714,327.2100830078125
2005,46,1,0,0,3278490,12942.3515625,394.765625
2005,46,3,0,0,1218315,1771.6484375,145.4179229736328
2005,47,0,0,0,4511695,15779,349.7355346679688
2005,47,1,0,0,3259869.5,13812.623046875,423.717041015625
2005,47,3,0,0,1251825.625,1966.377807617188,157.080810546875
2005,48,0,0,0,4449860,16969,381.3378295898438
2005,48,1,0,0,3212680,14807.115234375,460.8960571289063
2005,48,3,0,0,1237179.75,2161.884521484375,174.7429656982422
2005,49,0,0,0,4292077,18139,422.6159057617188
2005,49,1,0,0,3097893.5,15751.525390625,508.459228515625
2005,49,3,0,0,1194183.5,2387.474609375,199.9252777099609
2005,50,0,0,0,4295348,19183,446.5994262695313
2005,50,1,0,0,3065320.5,16507.173828125,538.5137939453125
2005,50,3,0,0,1230027.75,2675.826171875,217.5419311523438
2005,51,0,0,0,4138594,19926,481.4678649902344
2005,51,1,0,0,2954108.25,17038.705078125,576.7799682617188
2005,51,3,0,0,1184485.5,2887.295166015625,243.7594299316406
2005,52,0,0,0,3989065,21181,530.9765625
2005,52,1,0,0,2798814.5,17982.728515625,642.5123291015625
2005,52,3,0,0,1190250.5,3198.27197265625,268.7057800292969
2005,53,0,0,0,3871906,21619,558.35546875
2005,53,1,0,0,2688084,18263.052734375,679.4078369140625
2005,53,3,0,0,1183822.125,3355.9462890625,283.4840087890625
2005,54,0,0,0,3783820,22238,587.7129516601563
2005,54,1,0,0,2612889,18539.82421875,709.5526733398438
2005,54,3,0,0,1170931,3698.175537109375,315.8320617675781
2005,55,0,0,0,3748247,23400,624.2918090820313
2005,55,1,0,0,2580025.75,19461.61328125,754.3185424804688
2005,55,3,0,0,1168221,3938.387451171875,337.1269226074219
2005,56,0,0,0,3625240,24329,671.1004028320313
2005,56,1,0,0,2502707,20051.58203125,801.1957397460938
2005,56,3,0,0,1122532.75,4277.4189453125,381.0506896972656
2005,57,0,0,0,3582008,26278,733.61083984375
2005,57,1,0,0,2468493,21687.099609375,878.5562744140625
2005,57,3,0,0,1113514.75,4590.90087890625,412.2891845703125
2005,58,0,0,0,3748661,28623,763.5526123046875
2005,58,1,0,0,2602451.75,23591.791015625,906.521728515625
2005,58,3,0,0,1146209.25,5031.20947265625,438.943359375
2005,59,0,0,0,2799064,24848,887.725341796875
2005,59,1,0,0,1986111.875,20765.0546875,1045.512817382813
2005,59,3,0,0,812952.25,4082.9453125,502.2367858886719
2005,60,0,0,0,2763609,26050,942.6080322265625
2005,60,1,0,0,1988572.75,21893.890625,1100.985107421875
2005,60,3,0,0,775036.375,4156.1103515625,536.2471313476563
2005,61,0,0,0,2745139,28086,1023.117614746094
2005,61,1,0,0,2020839.625,23681.671875,1171.872924804688
2005,61,3,0,0,724299.25,4404.32861328125,608.0813598632813
2005,62,0,0,0,2827064,31895,1128.202270507813
2005,62,1,0,0,2099235,27002.91015625,1286.321411132813
2005,62,3,0,0,727829.0625,4892.08837890625,672.1480102539063
2005,63,0,0,0,2498812,30880,1235.787231445313
2005,63,1,0,0,1863792.5,26387.23828125,1415.781982421875
2005,63,3,0,0,635019.5,4492.76025390625,707.4995727539063
2005,64,0,0,0,2303653,30912,1341.868774414063
2005,64,1,0,0,1753446.5,26550.603515625,1514.195190429688
2005,64,3,0,0,550206.5,4361.39697265625,792.6836547851563
2005,65,0,0,0,2240858,31533,1407.184204101563
2005,65,1,0,0,1745355.875,27311.046875,1564.783813476563
2005,65,3,0,0,495502.15625,4221.9541015625,852.0556640625
2005,66,0,0,0,2121740,32790,1545.4296875
2005,66,1,0,0,1653848.375,28297.43359375,1711.00537109375
2005,66,3,0,0,467891.53125,4492.568359375,960.1730346679688
2005,67,0,0,0,2074635,34775,1676.198486328125
2005,67,1,0,0,1614010.25,29979.962890625,1857.482788085938
2005,67,3,0,0,460624.8125,4795.037109375,1040.985473632813
2005,68,0,0,0,1945279,35565,1828.2724609375
2005,68,1,0,0,1527470.25,30812.1015625,2017.198120117188
2005,68,3,0,0,417808.78125,4752.89697265625,1137.5771484375
2005,69,0,0,0,1896115,37573,1981.578125
2005,69,1,0,0,1512112.75,32590.103515625,2155.269287109375
2005,69,3,0,0,384002.25,4982.8974609375,1297.621948242188
2005,70,0,0,0,1873726,40502,2161.575439453125
2005,70,1,0,0,1501241.75,35045.734375,2334.44970703125
2005,70,3,0,0,372484.3125,5456.26513671875,1464.830810546875
2005,71,0,0,0,1718367,41615,2421.776123046875
2005,71,1,0,0,1371182.5,36053.1171875,2629.344970703125
2005,71,3,0,0,347184.4375,5561.8798828125,1601.995727539063
2005,72,0,0,0,1700960,44448,2613.112548828125
2005,72,1,0,0,1372288.25,38493.30078125,2805.044921875
2005,72,3,0,0,328671.6875,5954.69873046875,1811.746826171875
2005,73,0,0,0,1671512,48368,2893.66748046875
2005,73,1,0,0,1359522.75,41548.0859375,3056.078857421875
2005,73,3,0,0,311989.3125,6819.9130859375,2185.9443359375
2005,74,0,0,0,1638505,51186,3123.9453125
2005,74,1,0,0,1332959.25,44271.0703125,3321.26220703125
2005,74,3,0,0,305545.875,6914.927734375,2263.138916015625
2005,75,0,0,0,1629763,54667,3354.29150390625
2005,75,1,0,0,1331861.25,47321.65625,3553.047119140625
2005,75,3,0,0,297901.8125,7345.3447265625,2465.693115234375
2005,76,0,0,0,1535359,57153,3722.451904296875
2005,76,1,0,0,1270713.625,49512.2421875,3896.412353515625
2005,76,3,0,0,264645.375,7640.7578125,2887.16845703125
2005,77,0,0,0,1501643,62123,4137.001953125
2005,77,1,0,0,1237234,53970.515625,4362.19140625
2005,77,3,0,0,264408.9375,8152.48583984375,3083.286865234375
2005,78,0,0,0,1439475,65646,4560.41259765625
2005,78,1,0,0,1200180.75,56677.09375,4722.3798828125
2005,78,3,0,0,239294.203125,8968.904296875,3748.06591796875
2005,79,0,0,0,1357369,68299,5031.71923828125
2005,79,1,0,0,1139263.25,59016.6015625,5180.24267578125
2005,79,3,0,0,218105.71875,9282.3984375,4255.9169921875
2005,80,0,0,0,1305661,72197,5529.53662109375
2005,80,1,0,0,1090374.875,62446.734375,5727.08837890625
2005,80,3,0,0,215286.15625,9750.263671875,4528.978515625
2005,81,0,0,0,1218283,74274,6096.61279296875
2005,81,1,0,0,1018303.875,64505.47265625,6334.599609375
2005,81,3,0,0,199979.125,9768.52734375,4884.7734375
2005,82,0,0,0,1109756,75397,6794.01611328125
2005,82,1,0,0,946553.875,65690.8203125,6939.998046875
2005,82,3,0,0,163202.09375,9706.17578125,5947.33544921875
2005,83,0,0,0,1038431,78135,7524.33251953125
2005,83,1,0,0,875067.8125,68116.671875,7784.1591796875
2005,83,3,0,0,163363.171875,10018.330078125,6132.55126953125
2005,84,0,0,0,939062,78774,8388.583984375
2005,84,1,0,0,803877.375,68592.125,8532.66015625
2005,84,3,0,0,135184.5625,10181.869140625,7531.828125
2006,25,0,0,0,4254643,4345,102.1237258911133
2006,25,1,0,0,3164001.5,3999.421630859375,126.4039077758789
2006,25,3,0,0,1090641.625,345.5784301757813,31.685791015625
2006,26,0,0,0,4186325,4216,100.708854675293
2006,26,1,0,0,3071221,3860.96533203125,125.7143402099609
2006,26,3,0,0,1115104.125,355.0348205566406,31.83871459960938
2006,27,0,0,0,4004498,4276,106.7799224853516
2006,27,1,0,0,2935974.5,3844.401123046875,130.9412231445313
2006,27,3,0,0,1068523.625,431.5988159179688,40.39207077026367
2006,28,0,0,0,3874154,3976,102.6288604736328
2006,28,1,0,0,2799649.25,3631.251220703125,129.7037963867188
2006,28,3,0,0,1074504.625,344.7488098144531,32.08444213867188
2006,29,0,0,0,3790391,4084,107.7461395263672
2006,29,1,0,0,2728643,3689.12109375,135.1998443603516
2006,29,3,0,0,1061748.125,394.8787536621094,37.19137573242188
2006,30,0,0,0,3779051,3982,105.3703689575195
2006,30,1,0,0,2612259.5,3579.249267578125,137.0173645019531
2006,30,3,0,0,1166791.375,402.7507934570313,34.51780700683594
2006,31,0,0,0,3824265,4278,111.864631652832
2006,31,1,0,0,2606187.5,3853.8720703125,147.8739318847656
2006,31,3,0,0,1218077.5,424.1278686523438,34.81945037841797
2006,32,0,0,0,3772538,4241,112.4176864624023
2006,32,1,0,0,2610139,3771.5595703125,144.4965057373047
2006,32,3,0,0,1162399,469.4404296875,40.38548278808594
2006,33,0,0,0,3860165,4524,117.1970596313477
2006,33,1,0,0,2674862.75,4043.1982421875,151.1553497314453
2006,33,3,0,0,1185302.375,480.8016967773438,40.56363296508789
2006,34,0,0,0,4049149,5030,124.2236328125
2006,34,1,0,0,2794645.25,4499.87109375,161.0176086425781
2006,34,3,0,0,1254503.75,530.1288452148438,42.25805282592773
2006,35,0,0,0,4302604,5753,133.7097320556641
2006,35,1,0,0,2969227,5077.72998046875,171.0118560791016
2006,35,3,0,0,1333377,675.269775390625,50.64357376098633
2006,36,0,0,0,4380502,5895,134.5736236572266
2006,36,1,0,0,2978820.75,5167.9853515625,173.4909820556641
2006,36,3,0,0,1401681.25,727.0144653320313,51.86731719970703
2006,37,0,0,0,4126573,6047,146.5380554199219
2006,37,1,0,0,2830681,5293.53466796875,187.0056915283203
2006,37,3,0,0,1295892.125,753.465576171875,58.14261627197266
2006,38,0,0,0,4056686,6545,161.3385925292969
2006,38,1,0,0,2813944.5,5786.6259765625,205.6410827636719
2006,38,3,0,0,1242741.5,758.374267578125,61.02429580688477
2006,39,0,0,0,4074868,7259,178.1407470703125
2006,39,1,0,0,2876809.5,6421.447265625,223.2142028808594
2006,39,3,0,0,1198058.5,837.552978515625,69.90918731689453
2006,40,0,0,0,4184594,8075,192.9697418212891
2006,40,1,0,0,2984016,7140.115234375,239.2787170410156
2006,40,3,0,0,1200578.25,934.8848876953125,77.86955261230469
2006,41,0,0,0,4488189,9137,203.5787658691406
2006,41,1,0,0,3192614.25,8121.130859375,254.3724365234375
2006,41,3,0,0,1295574.75,1015.869384765625,78.41071319580078
2006,42,0,0,0,4552280,10485,230.3241424560547
2006,42,1,0,0,3267811.5,9312.373046875,284.9727783203125
2006,42,3,0,0,1284468.5,1172.627197265625,91.29279327392578
2006,43,0,0,0,4544742,11507,253.1936950683594
2006,43,1,0,0,3267216.5,10240.140625,313.4209289550781
2006,43,3,0,0,1277525.5,1266.858764648438,99.16504669189453
2006,44,0,0,0,4532763,12340,272.2401428222656
2006,44,1,0,0,3282030.5,10879.587890625,331.4895324707031
2006,44,3,0,0,1250732.5,1460.411865234375,116.7645263671875
2006,45,0,0,0,4573546,13556,296.4002075195313
2006,45,1,0,0,3332624.75,12017.447265625,360.6000671386719
2006,45,3,0,0,1240921.25,1538.55322265625,123.9847564697266
2006,46,0,0,0,4682144,14516,310.0289001464844
2006,46,1,0,0,3405418,12862.357421875,377.7027587890625
2006,46,3,0,0,1276725.75,1653.64208984375,129.5221099853516
2006,47,0,0,0,4506142,15790,350.4106140136719
2006,47,1,0,0,3276047.5,13908.5107421875,424.5515441894531
2006,47,3,0,0,1230094.5,1881.488647460938,152.9548034667969
2006,48,0,0,0,4495342,17184,382.2623596191406
2006,48,1,0,0,3285604,15082.3642578125,459.0438842773438
2006,48,3,0,0,1209738,2101.6357421875,173.7265167236328
2006,49,0,0,0,4458112,18222,408.738037109375
2006,49,1,0,0,3214475.5,15924.650390625,495.4043273925781
2006,49,3,0,0,1243636.5,2297.350341796875,184.7284393310547
2006,50,0,0,0,4264904,19181,449.740478515625
2006,50,1,0,0,3071037,16634.62890625,541.66162109375
2006,50,3,0,0,1193867.125,2546.3701171875,213.2875671386719
2006,51,0,0,0,4320192,20212,467.8495788574219
2006,51,1,0,0,3080189,17457.12109375,566.7548828125
2006,51,3,0,0,1240003.25,2754.87841796875,222.1670379638672
2006,52,0,0,0,4114856,21327,518.292724609375
2006,52,1,0,0,2925876.5,18175.23046875,621.1892700195313
2006,52,3,0,0,1188979.5,3151.77001953125,265.0819396972656
2006,53,0,0,0,3996095,22088,552.7396240234375
2006,53,1,0,0,2792698,18854.140625,675.122802734375
2006,53,3,0,0,1203396.75,3233.85986328125,268.7276611328125
2006,54,0,0,0,3874826,22955,592.4136962890625
2006,54,1,0,0,2691029.5,19376.787109375,720.0510864257813
2006,54,3,0,0,1183796.5,3578.212890625,302.265869140625
2006,55,0,0,0,3745012,23641,631.266357421875
2006,55,1,0,0,2576121,19712.068359375,765.18408203125
2006,55,3,0,0,1168890.75,3928.9306640625,336.1247253417969
2006,56,0,0,0,3760899,24552,652.8226318359375
2006,56,1,0,0,2598014,20402.40625,785.3078002929688
2006,56,3,0,0,1162885.125,4149.59326171875,356.8360290527344
2006,57,0,0,0,3601973,26014,722.2152709960938
2006,57,1,0,0,2484981.5,21634.30859375,870.6024169921875
2006,57,3,0,0,1116991.25,4379.6923828125,392.0972900390625
2006,58,0,0,0,3568659,28325,793.7155151367188
2006,58,1,0,0,2475315.25,23399.41015625,945.310302734375
2006,58,3,0,0,1093343.75,4925.5908203125,450.5070495605469
2006,59,0,0,0,3720317,30521,820.3870849609375
2006,59,1,0,0,2593187.25,25093.703125,967.6780395507813
2006,59,3,0,0,1127129.875,5427.296875,481.5147705078125
2006,60,0,0,0,2757092,26299,953.8673095703125
2006,60,1,0,0,1965652.375,21939.2109375,1116.128784179688
2006,60,3,0,0,791439.625,4359.7900390625,550.8682861328125
2006,61,0,0,0,2776869,27110,976.2794189453125
2006,61,1,0,0,1987367,22669.453125,1140.677734375
2006,61,3,0,0,789501.9375,4440.54736328125,562.44921875
2006,62,0,0,0,2725651,29990,1100.28759765625
2006,62,1,0,0,2004739.75,25383.19921875,1266.159301757813
2006,62,3,0,0,720911.1875,4606.7998046875,639.0245971679688
2006,63,0,0,0,2810202,33146,1179.488159179688
2006,63,1,0,0,2084636.75,28152.853515625,1350.492065429688
2006,63,3,0,0,725565.25,4993.14599609375,688.1732788085938
2006,64,0,0,0,2463439,31803,1291.000122070313
2006,64,1,0,0,1847640,26970.271484375,1459.714599609375
2006,64,3,0,0,615799,4832.728515625,784.7899169921875
2006,65,0,0,0,2286008,31888,1394.920776367188
2006,65,1,0,0,1752572.5,27303.87109375,1557.931030273438
2006,65,3,0,0,533435.375,4584.13037109375,859.3600463867188
2006,66,0,0,0,2213751,32682,1476.317749023438
2006,66,1,0,0,1707040.875,28173.05078125,1650.40283203125
2006,66,3,0,0,506710,4508.9482421875,889.847900390625
2006,67,0,0,0,2098690,34477,1642.786743164063
2006,67,1,0,0,1608406.25,29856.09375,1856.253295898438
2006,67,3,0,0,490283.78125,4620.90576171875,942.4961547851563
2006,68,0,0,0,2044245,35715,1747.099731445313
2006,68,1,0,0,1601428.25,30911.62890625,1930.253784179688
2006,68,3,0,0,442816.8125,4803.3701171875,1084.730712890625
2006,69,0,0,0,1910507,37121,1942.992065429688
2006,69,1,0,0,1513464.75,31995.474609375,2114.054931640625
2006,69,3,0,0,397042.3125,5125.5263671875,1290.927001953125
2006,70,0,0,0,1848556,39233,2122.359375
2006,70,1,0,0,1479752.25,33957.5546875,2294.8134765625
2006,70,3,0,0,368803.78125,5275.44482421875,1430.420532226563
2006,71,0,0,0,1848947,41674,2253.931640625
2006,71,1,0,0,1469639.5,36085.97265625,2455.43017578125
2006,71,3,0,0,379307.40625,5588.02685546875,1473.218505859375
2006,72,0,0,0,1672443,42333,2531.207275390625
2006,72,1,0,0,1338142.875,36560.453125,2732.1787109375
2006,72,3,0,0,334300.125,5772.54638671875,1726.755737304688
2006,73,0,0,0,1660842,45897,2763.477783203125
2006,73,1,0,0,1344942.25,39593.2109375,2943.859619140625
2006,73,3,0,0,315899.6875,6303.7919921875,1995.50439453125
2006,74,0,0,0,1619038,49073,3030.997314453125
2006,74,1,0,0,1304639.25,41989.3203125,3218.462158203125
2006,74,3,0,0,314398.78125,7083.6806640625,2253.087890625
2006,75,0,0,0,1573506,52331,3325.7578125
2006,75,1,0,0,1280364,44911.53125,3507.7158203125
2006,75,3,0,0,293141.9375,7419.46826171875,2531.015625
2006,76,0,0,0,1587027,56867,3583.240966796875
2006,76,1,0,0,1298917.75,49027.47265625,3774.486328125
2006,76,3,0,0,288109.25,7839.5263671875,2721.025634765625
2006,77,0,0,0,1472328,59092,4013.5078125
2006,77,1,0,0,1208016.25,51077.0546875,4228.17626953125
2006,77,3,0,0,264311.625,8014.9453125,3032.384765625
2006,78,0,0,0,1441641,63064,4374.45947265625
2006,78,1,0,0,1195817.375,54493.7421875,4557.02880859375
2006,78,3,0,0,245823.5625,8570.259765625,3486.345947265625
2006,79,0,0,0,1372532,66356,4834.568359375
2006,79,1,0,0,1138440.875,57204.4296875,5024.8046875
2006,79,3,0,0,234091.15625,9151.5703125,3909.404541015625
2006,80,0,0,0,1278890,69171,5408.6748046875
2006,80,1,0,0,1065384.875,59522.203125,5586.92041015625
2006,80,3,0,0,213505.125,9648.796875,4519.234375
2006,81,0,0,0,1239927,72756,5867.7646484375
2006,81,1,0,0,1041056.375,62601.25,6013.2431640625
2006,81,3,0,0,198870.609375,10154.74609375,5106.20751953125
2006,82,0,0,0,1138135,75132,6601.32568359375
2006,82,1,0,0,955747.4375,64926.26953125,6793.24560546875
2006,82,3,0,0,182387.53125,10205.73046875,5595.62939453125
2006,83,0,0,0,1036784,75017,7235.5478515625
2006,83,1,0,0,876867.5625,65102.2890625,7424.4150390625
2006,83,3,0,0,159916.46875,9914.708984375,6199.9296875
2006,84,0,0,0,954381,77552,8125.89501953125
2006,84,1,0,0,814255.125,67356.8046875,8272.19921875
2006,84,3,0,0,140125.875,10195.1953125,7275.74072265625
2007,25,0,0,0,4245572,4129,97.2542724609375
2007,25,1,0,0,3162121.5,3786.02783203125,119.7306213378906
2007,25,3,0,0,1083450.375,342.9720458984375,31.65553855895996
2007,26,0,0,0,4222850,4233,100.2403564453125
2007,26,1,0,0,3072036.25,3870.14697265625,125.9798583984375
2007,26,3,0,0,1150813.75,362.85302734375,31.53012657165527
2007,27,0,0,0,4224395,4226,100.0379943847656
2007,27,1,0,0,3054754.5,3869.092041015625,126.6580352783203
2007,27,3,0,0,1169640.5,356.9080810546875,30.51433944702148
2007,28,0,0,0,3999799,4160,104.0052261352539
2007,28,1,0,0,2862923.5,3740.635498046875,130.6578979492188
2007,28,3,0,0,1136875.5,419.3645629882813,36.88746643066406
2007,29,0,0,0,3850082,4183,108.6470336914063
2007,29,1,0,0,2747782,3777.451171875,137.4727325439453
2007,29,3,0,0,1102299.875,405.5488586425781,36.79115676879883
2007,30,0,0,0,3894527,4117,105.7124557495117
2007,30,1,0,0,2696990.75,3682.46435546875,136.5397491455078
2007,30,3,0,0,1197536.25,434.5357666015625,36.28581237792969
2007,31,0,0,0,3724612,4102,110.1322784423828
2007,31,1,0,0,2535078.75,3682.167236328125,145.2486267089844
2007,31,3,0,0,1189533.25,419.8327026367188,35.29390335083008
2007,32,0,0,0,3899463,4263,109.3227462768555
2007,32,1,0,0,2666015.25,3766.68359375,141.2851409912109
2007,32,3,0,0,1233447.625,496.3163757324219,40.23814010620117
2007,33,0,0,0,3780927,4339,114.7602157592773
2007,33,1,0,0,2573354,3851.517822265625,149.6691741943359
2007,33,3,0,0,1207573,487.4820861816406,40.36874771118164
2007,34,0,0,0,3871236,4820,124.5080413818359
2007,34,1,0,0,2674489.5,4281.9501953125,160.1034545898438
2007,34,3,0,0,1196746.5,538.0496215820313,44.95936584472656
2007,35,0,0,0,4083733,5309,130.0036010742188
2007,35,1,0,0,2791455.25,4683.96923828125,167.7966766357422
2007,35,3,0,0,1292277.75,625.03076171875,48.36659622192383
2007,36,0,0,0,4302578,5837,135.6628570556641
2007,36,1,0,0,2914174.5,5077.47314453125,174.2336730957031
2007,36,3,0,0,1388403.5,759.5270385742188,54.7050666809082
2007,37,0,0,0,4370533,6255,143.1175537109375
2007,37,1,0,0,2967200,5504.5693359375,185.5139312744141
2007,37,3,0,0,1403333,750.430908203125,53.47489929199219
2007,38,0,0,0,4136991,6598,159.4878997802734
2007,38,1,0,0,2819894.75,5761.81591796875,204.3273468017578
2007,38,3,0,0,1317096.375,836.18408203125,63.48693084716797
2007,39,0,0,0,4070056,6882,169.0885772705078
2007,39,1,0,0,2817846,6058.69091796875,215.0114288330078
2007,39,3,0,0,1252210.25,823.3092041015625,65.74848175048828
2007,40,0,0,0,4071341,7607,186.8426208496094
2007,40,1,0,0,2867369.75,6651.36279296875,231.9673919677734
2007,40,3,0,0,1203971.25,955.637451171875,79.373779296875
2007,41,0,0,0,4202260,8475,201.6772003173828
2007,41,1,0,0,2950643,7477.4189453125,253.4165954589844
2007,41,3,0,0,1251617.125,997.5810546875,79.703369140625
2007,42,0,0,0,4485432,9546,212.8223114013672
2007,42,1,0,0,3210244,8418.947265625,262.2525634765625
2007,42,3,0,0,1275188.25,1127.052734375,88.38323974609375
2007,43,0,0,0,4560505,10932,239.7102966308594
2007,43,1,0,0,3249579.75,9700.154296875,298.5048828125
2007,43,3,0,0,1310925.25,1231.845703125,93.9676513671875
2007,44,0,0,0,4512801,12165,269.5664978027344
2007,44,1,0,0,3228398,10732.5732421875,332.4426879882813
2007,44,3,0,0,1284402.75,1432.427001953125,111.5247573852539
2007,45,0,0,0,4519792,13071,289.1947326660156
2007,45,1,0,0,3257985,11503.87109375,353.0977172851563
2007,45,3,0,0,1261807,1567.12890625,124.1971969604492
2007,46,0,0,0,4591932,14477,315.2703552246094
2007,46,1,0,0,3318901.25,12746.6396484375,384.0620422363281
2007,46,3,0,0,1273030.625,1730.36083984375,135.9245300292969
2007,47,0,0,0,4694196,15643,333.2413024902344
2007,47,1,0,0,3409745.25,13815.7392578125,405.1838989257813
2007,47,3,0,0,1284450.75,1827.260375976563,142.2600555419922
2007,48,0,0,0,4487653,16708,372.3104248046875
2007,48,1,0,0,3237354.5,14665.603515625,453.011962890625
2007,48,3,0,0,1250298.5,2042.396606445313,163.3527221679688
2007,49,0,0,0,4506188,17839,395.8778381347656
2007,49,1,0,0,3260402,15594.7890625,478.3087768554688
2007,49,3,0,0,1245786,2244.21044921875,180.1441345214844
2007,50,0,0,0,4426479,19360,437.3679504394531
2007,50,1,0,0,3183254.25,16799.81640625,527.7560424804688
2007,50,3,0,0,1243224.5,2560.18408203125,205.9309539794922
2007,51,0,0,0,4294933,20623,480.1704711914063
2007,51,1,0,0,3070808.5,17895.4609375,582.7605590820313
2007,51,3,0,0,1224124.25,2727.53857421875,222.8155059814453
2007,52,0,0,0,4292620,21352,497.4118347167969
2007,52,1,0,0,3061343.5,18373.37109375,600.1734619140625
2007,52,3,0,0,1231276.5,2978.629638671875,241.9139556884766
2007,53,0,0,0,4124978,22451,544.2695922851563
2007,53,1,0,0,2927182.5,19212.9765625,656.3641357421875
2007,53,3,0,0,1197795.375,3238.0244140625,270.33203125
2007,54,0,0,0,4001168,23162,578.8809814453125
2007,54,1,0,0,2784944.5,19754.19140625,709.32080078125
2007,54,3,0,0,1216223.5,3407.8095703125,280.1959838867188
2007,55,0,0,0,3829701,24254,633.3131713867188
2007,55,1,0,0,2654576.5,20344.001953125,766.3746948242188
2007,55,3,0,0,1175124.5,3909.998779296875,332.7305908203125
2007,56,0,0,0,3761384,24955,663.4525756835938
2007,56,1,0,0,2597912,20811.927734375,801.1021118164063
2007,56,3,0,0,1163472,4143.072265625,356.0955810546875
2007,57,0,0,0,3734883,26279,703.6097412109375
2007,57,1,0,0,2574283.5,21915.029296875,851.3059692382813
2007,57,3,0,0,1160599.5,4363.9716796875,376.0101318359375
2007,58,0,0,0,3588953,27504,766.3516235351563
2007,58,1,0,0,2473681,22664.78515625,916.2371826171875
2007,58,3,0,0,1115272,4839.21533203125,433.9044799804688
2007,59,0,0,0,3539851,29466,832.4078979492188
2007,59,1,0,0,2453257,24262.09765625,988.9749755859375
2007,59,3,0,0,1086594,5203.90185546875,478.918701171875
2007,60,0,0,0,3659454,32041,875.5677490234375
2007,60,1,0,0,2552540.5,26347.251953125,1032.197265625
2007,60,3,0,0,1106913.5,5693.74853515625,514.380615234375
2007,61,0,0,0,2775802,27403,987.210205078125
2007,61,1,0,0,1948999,22703.90234375,1164.900634765625
2007,61,3,0,0,826802.875,4699.09814453125,568.3456420898438
2007,62,0,0,0,2757918,28804,1044.411010742188
